jobid	jobname	maxrss	maxvmsize	elapsed	state
5578094_0.batch	batch	6700868K	7859744K	00:15:30	COMPLETED
5578094_0.extern	extern	0	0	00:15:30	COMPLETED
5578094_1.batch	batch	6706124K	7856756K	00:15:30	COMPLETED
5578094_1.extern	extern	0	0	00:15:30	COMPLETED
5578094_2.batch	batch	6702612K	7850796K	00:15:28	COMPLETED
5578094_2.extern	extern	68K	68K	00:15:28	COMPLETED
5578094_3.batch	batch	6700456K	7848520K	00:15:29	COMPLETED
5578094_3.extern	extern	0	0	00:15:29	COMPLETED
5578094_4.batch	batch	6702776K	7850864K	00:15:26	COMPLETED
5578094_4.extern	extern	72K	72K	00:15:26	COMPLETED
5578094_5.batch	batch	6567516K	7741908K	00:15:31	COMPLETED
5578094_5.extern	extern	0	0	00:15:31	COMPLETED
5578094_6.batch	batch	6705588K	7865164K	00:15:28	COMPLETED
5578094_6.extern	extern	100K	100K	00:15:28	COMPLETED
5578094_7.batch	batch	6699668K	7859320K	00:15:23	COMPLETED
5578094_7.extern	extern	8K	8K	00:15:23	COMPLETED
5578094_8.batch	batch	6705016K	7863628K	00:15:35	COMPLETED
5578094_8.extern	extern	60K	60K	00:15:35	COMPLETED
5578094_9.batch	batch	6703808K	7860600K	00:15:36	COMPLETED
5578094_9.extern	extern	0	0	00:15:36	COMPLETED
