jobid	jobname	maxrss	maxvmsize	elapsed	state
5703407_0.batch	batch	6702468K	7862040K	00:15:25	COMPLETED
5703407_0.extern	extern	100K	100K	00:15:25	COMPLETED
5703407_1.batch	batch	6384444K	7627216K	00:14:45	COMPLETED
5703407_1.extern	extern	0	0	00:14:45	COMPLETED
5703407_2.batch	batch	6386448K	7627972K	00:14:45	COMPLETED
5703407_2.extern	extern	0	0	00:14:45	COMPLETED
5703407_3.batch	batch	6702616K	7862268K	00:15:26	COMPLETED
5703407_3.extern	extern	68K	68K	00:15:27	COMPLETED
5703407_4.batch	batch	6384132K	7629480K	00:14:43	COMPLETED
5703407_4.extern	extern	0	0	00:14:43	COMPLETED
5703407_5.batch	batch	6698684K	7869408K	00:15:25	COMPLETED
5703407_5.extern	extern	64K	64K	00:15:25	COMPLETED
5703407_6.batch	batch	6387608K	7631888K	00:14:44	COMPLETED
5703407_6.extern	extern	0	0	00:14:44	COMPLETED
5703407_7.batch	batch	6703236K	7872864K	00:15:23	COMPLETED
5703407_7.extern	extern	64K	64K	00:15:23	COMPLETED
5703407_8.batch	batch	6383744K	7629216K	00:14:46	COMPLETED
5703407_8.extern	extern	0	0	00:14:46	COMPLETED
5703407_9.batch	batch	6700564K	7860144K	00:15:24	COMPLETED
5703407_9.extern	extern	88K	88K	00:15:24	COMPLETED
