jobid	jobname	maxrss	maxvmsize	elapsed	state
5489802_0.batch	batch	6047672K	7911624K	00:13:30	COMPLETED
5489802_0.extern	extern	60K	60K	00:13:30	COMPLETED
5489802_1.batch	batch	6052140K	7916136K	00:13:29	COMPLETED
5489802_1.extern	extern	0	0	00:13:29	COMPLETED
5489802_2.batch	batch	6048952K	7876264K	00:13:36	COMPLETED
5489802_2.extern	extern	56K	56K	00:13:36	COMPLETED
5489802_3.batch	batch	6047904K	7911856K	00:13:35	COMPLETED
5489802_3.extern	extern	40K	40K	00:13:35	COMPLETED
5489802_4.batch	batch	6047680K	7875568K	00:13:31	COMPLETED
5489802_4.extern	extern	24K	24K	00:13:31	COMPLETED
5489802_5.batch	batch	6048528K	7912352K	00:13:34	COMPLETED
5489802_5.extern	extern	68K	68K	00:13:34	COMPLETED
5489802_6.batch	batch	6050400K	7907296K	00:13:31	COMPLETED
5489802_6.extern	extern	0	0	00:13:31	COMPLETED
5489802_7.batch	batch	6052980K	7916968K	00:13:31	COMPLETED
5489802_7.extern	extern	0	0	00:13:31	COMPLETED
5489802_8.batch	batch	6053088K	7917004K	00:13:39	COMPLETED
5489802_8.extern	extern	0	0	00:13:39	COMPLETED
5489802_9.batch	batch	6051364K	7915332K	00:13:34	COMPLETED
5489802_9.extern	extern	0	0	00:13:34	COMPLETED
