jobid	jobname	maxrss	maxvmsize	elapsed	state
5677337_0.batch	batch	6121772K	7343496K	00:15:08	COMPLETED
5677337_0.extern	extern	0	0	00:15:08	COMPLETED
5677337_1.batch	batch	7758056K	8950944K	00:16:14	COMPLETED
5677337_1.extern	extern	0	0	00:16:14	COMPLETED
5677337_2.batch	batch	6521276K	7763920K	00:15:09	COMPLETED
5677337_2.extern	extern	0	0	00:15:09	COMPLETED
5677337_3.batch	batch	7756360K	8949200K	00:16:15	COMPLETED
5677337_3.extern	extern	0	0	00:16:15	COMPLETED
5677337_4.batch	batch	6522460K	7765368K	00:15:10	COMPLETED
5677337_4.extern	extern	0	0	00:15:10	COMPLETED
5677337_5.batch	batch	7758056K	8950876K	00:16:15	COMPLETED
5677337_5.extern	extern	0	0	00:16:15	COMPLETED
5677337_6.batch	batch	6520360K	7765652K	00:15:10	COMPLETED
5677337_6.extern	extern	0	0	00:15:10	COMPLETED
5677337_7.batch	batch	7759320K	8952200K	00:16:14	COMPLETED
5677337_7.extern	extern	0	0	00:16:14	COMPLETED
5677337_8.batch	batch	6705108K	7873204K	00:15:24	COMPLETED
5677337_8.extern	extern	0	0	00:15:24	COMPLETED
5677337_9.batch	batch	6123556K	7334736K	00:15:01	COMPLETED
5677337_9.extern	extern	0	0	00:15:01	COMPLETED
