jobid	jobname	maxrss	maxvmsize	elapsed	state
5566889_0.batch	batch	6050780K	7848752K	00:13:37	COMPLETED
5566889_0.extern	extern	0	0	00:13:37	COMPLETED
5566889_1.batch	batch	6050052K	7879936K	00:13:42	COMPLETED
5566889_1.extern	extern	0	0	00:13:42	COMPLETED
5566889_2.batch	batch	6047240K	7659M	00:13:34	COMPLETED
5566889_2.extern	extern	60K	60K	00:13:34	COMPLETED
5566889_3.batch	batch	6048788K	7878748K	00:13:30	COMPLETED
5566889_3.extern	extern	60K	60K	00:13:30	COMPLETED
5566889_4.batch	batch	6047308K	7842880K	00:13:35	COMPLETED
5566889_4.extern	extern	60K	60K	00:13:35	COMPLETED
5566889_5.batch	batch	6047984K	7841572K	00:13:34	COMPLETED
5566889_5.extern	extern	52K	52K	00:13:34	COMPLETED
5566889_6.batch	batch	6048392K	7843944K	00:13:35	COMPLETED
5566889_6.extern	extern	44K	44K	00:13:35	COMPLETED
5566889_7.batch	batch	6052632K	7848108K	00:13:35	COMPLETED
5566889_7.extern	extern	28K	28K	00:13:35	COMPLETED
5566889_8.batch	batch	6054204K	7884100K	00:12:11	COMPLETED
5566889_8.extern	extern	28K	28K	00:12:11	COMPLETED
