jobid	jobname	maxrss	maxvmsize	elapsed	state
5475669_0.batch	batch	6697508K	7857100K	00:15:26	COMPLETED
5475669_0.extern	extern	100K	100K	00:15:26	COMPLETED
5475669_1.batch	batch	6383684K	7629080K	00:14:44	COMPLETED
5475669_1.extern	extern	0	0	00:14:44	COMPLETED
5475669_2.batch	batch	6386664K	7626468K	00:14:46	COMPLETED
5475669_2.extern	extern	0	0	00:14:46	COMPLETED
5475669_3.batch	batch	6702268K	7861856K	00:15:25	COMPLETED
5475669_3.extern	extern	0	0	00:15:25	COMPLETED
5475669_4.batch	batch	6382028K	7626276K	00:14:46	COMPLETED
5475669_4.extern	extern	0	0	00:14:46	COMPLETED
5475669_5.batch	batch	6701636K	7861164K	00:15:26	COMPLETED
5475669_5.extern	extern	0	0	00:15:26	COMPLETED
5475669_6.batch	batch	6384416K	7628232K	00:14:44	COMPLETED
5475669_6.extern	extern	0	0	00:14:44	COMPLETED
5475669_7.batch	batch	6700324K	7859856K	00:15:27	COMPLETED
5475669_7.extern	extern	0	0	00:15:27	COMPLETED
5475669_8.batch	batch	6382588K	7626236K	00:14:45	COMPLETED
5475669_8.extern	extern	0	0	00:14:45	COMPLETED
5475669_9.batch	batch	6702136K	7861708K	00:15:26	COMPLETED
5475669_9.extern	extern	0	0	00:15:26	COMPLETED
