jobid	jobname	maxrss	maxvmsize	elapsed	state
5676931_0.batch	batch	6348276K	7563460K	00:14:53	COMPLETED
5676931_0.extern	extern	0	0	00:14:53	COMPLETED
5676931_1.batch	batch	7414964K	8619280K	00:15:04	COMPLETED
5676931_1.extern	extern	0	0	00:15:04	COMPLETED
5676931_2.batch	batch	6327028K	7542752K	00:14:52	COMPLETED
5676931_2.extern	extern	0	0	00:14:52	COMPLETED
5676931_3.batch	batch	7399212K	8626376K	00:15:02	COMPLETED
5676931_3.extern	extern	0	0	00:15:02	COMPLETED
5676931_4.batch	batch	6120652K	7337420K	00:14:58	COMPLETED
5676931_4.extern	extern	0	0	00:14:58	COMPLETED
5676931_5.batch	batch	7751636K	8989436K	00:16:20	COMPLETED
5676931_5.extern	extern	0	0	00:16:20	COMPLETED
5676931_6.batch	batch	6523664K	7730160K	00:15:14	COMPLETED
5676931_6.extern	extern	0	0	00:15:14	COMPLETED
5676931_7.batch	batch	7752976K	8990028K	00:16:16	COMPLETED
5676931_7.extern	extern	0	0	00:16:16	COMPLETED
5676931_8.batch	batch	6122688K	7341612K	00:15:06	COMPLETED
5676931_8.extern	extern	0	0	00:15:06	COMPLETED
5676931_9.batch	batch	7758996K	8952040K	00:16:15	COMPLETED
5676931_9.extern	extern	0	0	00:16:16	COMPLETED
