jobid	jobname	maxrss	maxvmsize	elapsed	state
5636785_0.batch	batch	6699716K	7869744K	00:15:35	COMPLETED
5636785_0.extern	extern	0	0	00:15:35	COMPLETED
5636785_1.batch	batch	6701044K	7860804K	00:15:33	COMPLETED
5636785_1.extern	extern	0	0	00:15:33	COMPLETED
5636785_2.batch	batch	6703512K	7863128K	00:15:31	COMPLETED
5636785_2.extern	extern	0	0	00:15:31	COMPLETED
5636785_3.batch	batch	6705304K	7864880K	00:15:27	COMPLETED
5636785_3.extern	extern	0	0	00:15:27	COMPLETED
5636785_4.batch	batch	6700540K	7860132K	00:15:30	COMPLETED
5636785_4.extern	extern	64K	64K	00:15:30	COMPLETED
5636785_5.batch	batch	6703396K	7862280K	00:15:30	COMPLETED
5636785_5.extern	extern	0	0	00:15:30	COMPLETED
5636785_6.batch	batch	6701776K	7861400K	00:15:31	COMPLETED
5636785_6.extern	extern	0	0	00:15:31	COMPLETED
5636785_7.batch	batch	6700144K	7859756K	00:15:31	COMPLETED
5636785_7.extern	extern	0	0	00:15:31	COMPLETED
5636785_8.batch	batch	6046412K	7844268K	00:13:38	COMPLETED
5636785_8.extern	extern	76K	76K	00:13:38	COMPLETED
5636785_9.batch	batch	6702372K	7861904K	00:15:31	COMPLETED
5636785_9.extern	extern	0	0	00:15:31	COMPLETED
