jobid	jobname	maxrss	maxvmsize	elapsed	state
5605398_0.batch	batch	6701896K	7859936K	00:15:27	COMPLETED
5605398_0.extern	extern	64K	64K	00:15:27	COMPLETED
5605398_1.batch	batch	6122332K	7340836K	00:14:56	COMPLETED
5605398_1.extern	extern	0	0	00:14:56	COMPLETED
5605398_2.batch	batch	6123648K	7340252K	00:14:59	COMPLETED
5605398_2.extern	extern	0	0	00:14:59	COMPLETED
5605398_3.batch	batch	6698452K	7846612K	00:15:27	COMPLETED
5605398_3.extern	extern	36K	36K	00:15:27	COMPLETED
5605398_4.batch	batch	6123772K	7342540K	00:14:59	COMPLETED
5605398_4.extern	extern	0	0	00:14:59	COMPLETED
5605398_5.batch	batch	6698536K	7846824K	00:15:27	COMPLETED
5605398_5.extern	extern	0	0	00:15:27	COMPLETED
5605398_6.batch	batch	6125116K	7342020K	00:15:01	COMPLETED
5605398_6.extern	extern	0	0	00:15:01	COMPLETED
5605398_7.batch	batch	6701220K	7849504K	00:15:28	COMPLETED
5605398_7.extern	extern	24K	24K	00:15:28	COMPLETED
5605398_8.batch	batch	6124572K	7339744K	00:15:00	COMPLETED
5605398_8.extern	extern	0	0	00:15:00	COMPLETED
5605398_9.batch	batch	6699780K	7847908K	00:15:28	COMPLETED
5605398_9.extern	extern	0	0	00:15:28	COMPLETED
