jobid	jobname	maxrss	maxvmsize	elapsed	state
5705690_0.batch	batch	6698016K	7857652K	00:15:26	COMPLETED
5705690_0.extern	extern	24K	24K	00:15:26	COMPLETED
5705690_1.batch	batch	7625184K	8858716K	00:16:22	COMPLETED
5705690_1.extern	extern	0	0	00:16:22	COMPLETED
5705690_2.batch	batch	6701472K	7860972K	00:15:24	COMPLETED
5705690_2.extern	extern	104K	104K	00:15:24	COMPLETED
5705690_3.batch	batch	7623664K	8856260K	00:16:24	COMPLETED
5705690_3.extern	extern	0	0	00:16:24	COMPLETED
5705690_4.batch	batch	6700964K	7860548K	00:15:28	COMPLETED
5705690_4.extern	extern	0	0	00:15:28	COMPLETED
5705690_5.batch	batch	7629072K	8864260K	00:16:23	COMPLETED
5705690_5.extern	extern	0	0	00:16:23	COMPLETED
5705690_6.batch	batch	6705384K	7865088K	00:15:26	COMPLETED
5705690_6.extern	extern	100K	100K	00:15:26	COMPLETED
5705690_7.batch	batch	7626108K	8858484K	00:16:23	COMPLETED
5705690_7.extern	extern	0	0	00:16:23	COMPLETED
5705690_8.batch	batch	6698072K	7857604K	00:15:26	COMPLETED
5705690_8.extern	extern	92K	92K	00:15:26	COMPLETED
5705690_9.batch	batch	7625872K	8861064K	00:16:22	COMPLETED
5705690_9.extern	extern	0	0	00:16:22	COMPLETED
