jobid	jobname	maxrss	maxvmsize	elapsed	state
5584319_0.batch	batch	6703760K	7863424K	00:15:37	COMPLETED
5584319_0.extern	extern	0	0	00:15:37	COMPLETED
5584319_1.batch	batch	6699500K	7850084K	00:15:29	COMPLETED
5584319_1.extern	extern	0	0	00:15:29	COMPLETED
5584319_2.batch	batch	6545.50M	7850672K	00:15:25	COMPLETED
5584319_2.extern	extern	40K	40K	00:15:25	COMPLETED
5584319_3.batch	batch	6697036K	7856688K	00:15:30	COMPLETED
5584319_3.extern	extern	76K	76K	00:15:30	COMPLETED
5584319_4.batch	batch	6703132K	7861148K	00:15:27	COMPLETED
5584319_4.extern	extern	0	0	00:15:27	COMPLETED
5584319_5.batch	batch	6701208K	7860788K	00:15:29	COMPLETED
5584319_5.extern	extern	4K	4K	00:15:29	COMPLETED
5584319_6.batch	batch	6702552K	7850720K	00:15:25	COMPLETED
5584319_6.extern	extern	24K	24K	00:15:25	COMPLETED
5584319_7.batch	batch	6704880K	7859372K	00:15:29	COMPLETED
5584319_7.extern	extern	0	0	00:15:29	COMPLETED
5584319_8.batch	batch	6705852K	7854008K	00:15:31	COMPLETED
5584319_8.extern	extern	104K	104K	00:15:31	COMPLETED
5584319_9.batch	batch	6706156K	7854328K	00:15:29	COMPLETED
5584319_9.extern	extern	0	0	00:15:29	COMPLETED
