jobid	jobname	maxrss	maxvmsize	elapsed	state
5643941_0.batch	batch	6701888K	7861456K	00:15:26	COMPLETED
5643941_0.extern	extern	0	0	00:15:26	COMPLETED
5643941_1.batch	batch	6704156K	7863752K	00:15:28	COMPLETED
5643941_1.extern	extern	0	0	00:15:28	COMPLETED
5643941_2.batch	batch	6699360K	7856388K	00:15:31	COMPLETED
5643941_2.extern	extern	0	0	00:15:31	COMPLETED
5643941_3.batch	batch	6701036K	7849116K	00:15:30	COMPLETED
5643941_3.extern	extern	0	0	00:15:30	COMPLETED
5643941_4.batch	batch	6383704K	7631388K	00:14:49	COMPLETED
5643941_4.extern	extern	0	0	00:14:49	COMPLETED
5643941_5.batch	batch	6701508K	7861056K	00:15:27	COMPLETED
5643941_5.extern	extern	0	0	00:15:27	COMPLETED
5643941_6.batch	batch	6701252K	7860960K	00:15:28	COMPLETED
5643941_6.extern	extern	0	0	00:15:28	COMPLETED
5643941_7.batch	batch	6701260K	7868196K	00:15:25	COMPLETED
5643941_7.extern	extern	0	0	00:15:25	COMPLETED
5643941_8.batch	batch	6700656K	7860304K	00:15:25	COMPLETED
5643941_8.extern	extern	0	0	00:15:25	COMPLETED
5643941_9.batch	batch	6704436K	7871020K	00:15:25	COMPLETED
5643941_9.extern	extern	0	0	00:15:26	COMPLETED
