jobid	jobname	maxrss	maxvmsize	elapsed	state
5572766_0.batch	batch	6049148K	7880272K	00:13:33	COMPLETED
5572766_0.extern	extern	24K	24K	00:13:33	COMPLETED
5572766_1.batch	batch	6048868K	7879760K	00:13:33	COMPLETED
5572766_1.extern	extern	40K	40K	00:13:33	COMPLETED
5572766_2.batch	batch	6045448K	7888804K	00:13:40	COMPLETED
5572766_2.extern	extern	0	0	00:13:40	COMPLETED
5572766_3.batch	batch	6053856K	7929212K	00:13:40	COMPLETED
5572766_3.extern	extern	0	0	00:13:40	COMPLETED
5572766_4.batch	batch	6051656K	7909568K	00:13:37	COMPLETED
5572766_4.extern	extern	28K	28K	00:13:37	COMPLETED
5572766_5.batch	batch	6047516K	7875952K	00:13:35	COMPLETED
5572766_5.extern	extern	44K	44K	00:13:35	COMPLETED
5572766_6.batch	batch	6054820K	7850300K	00:13:33	COMPLETED
5572766_6.extern	extern	56K	56K	00:13:33	COMPLETED
5572766_7.batch	batch	6053428K	7883116K	00:13:32	COMPLETED
5572766_7.extern	extern	68K	68K	00:13:32	COMPLETED
5572766_8.batch	batch	6050408K	7878048K	00:13:33	COMPLETED
5572766_8.extern	extern	28K	28K	00:13:33	COMPLETED
5572766_9.batch	batch	6049848K	7845232K	00:13:33	COMPLETED
5572766_9.extern	extern	56K	56K	00:13:33	COMPLETED
