jobid	jobname	maxrss	maxvmsize	elapsed	state
5467670_0.batch	batch	6048184K	7843592K	00:13:34	COMPLETED
5467670_0.extern	extern	28K	28K	00:13:34	COMPLETED
5467670_1.batch	batch	6048428K	7879312K	00:13:34	COMPLETED
5467670_1.extern	extern	52K	52K	00:13:34	COMPLETED
5467670_2.batch	batch	6046532K	7910204K	00:13:34	COMPLETED
5467670_2.extern	extern	64K	64K	00:13:34	COMPLETED
5467670_3.batch	batch	6052188K	7881872K	00:13:31	COMPLETED
5467670_3.extern	extern	64K	64K	00:13:31	COMPLETED
5467670_4.batch	batch	6044980K	7839796K	00:13:33	COMPLETED
5467670_4.extern	extern	64K	64K	00:13:33	COMPLETED
5467670_5.batch	batch	6050200K	7879944K	00:13:31	COMPLETED
5467670_5.extern	extern	64K	64K	00:13:31	COMPLETED
5467670_6.batch	batch	6053752K	7731M	00:13:31	COMPLETED
5467670_6.extern	extern	52K	52K	00:13:31	COMPLETED
5467670_7.batch	batch	6049856K	7876384K	00:13:30	COMPLETED
5467670_7.extern	extern	68K	68K	00:13:30	COMPLETED
5467670_8.batch	batch	6045960K	7874108K	00:13:31	COMPLETED
5467670_8.extern	extern	36K	36K	00:13:31	COMPLETED
5467670_9.batch	batch	6053152K	7882760K	00:13:31	COMPLETED
5467670_9.extern	extern	64K	64K	00:13:31	COMPLETED
