jobid	jobname	maxrss	maxvmsize	elapsed	state
5682978_0.batch	batch	6695764K	7843896K	00:15:30	COMPLETED
5682978_0.extern	extern	100K	100K	00:15:30	COMPLETED
5682978_1.batch	batch	6382616K	7627792K	00:14:47	COMPLETED
5682978_1.extern	extern	52K	52K	00:14:47	COMPLETED
5682978_2.batch	batch	6384044K	7629516K	00:14:46	COMPLETED
5682978_2.extern	extern	0	0	00:14:46	COMPLETED
5682978_3.batch	batch	6700132K	7675.50M	00:15:27	COMPLETED
5682978_3.extern	extern	64K	64K	00:15:27	COMPLETED
5682978_4.batch	batch	6386036K	7631404K	00:14:47	COMPLETED
5682978_4.extern	extern	4K	4K	00:14:47	COMPLETED
5682978_5.batch	batch	6696676K	7856252K	00:15:29	COMPLETED
5682978_5.extern	extern	0	0	00:15:29	COMPLETED
5682978_6.batch	batch	6354872K	7560340K	00:14:50	COMPLETED
5682978_6.extern	extern	0	0	00:14:50	COMPLETED
5682978_7.batch	batch	6703716K	7943740K	00:15:44	COMPLETED
5682978_7.extern	extern	0	0	00:15:44	COMPLETED
5682978_8.batch	batch	6383968K	7629252K	00:14:47	COMPLETED
5682978_8.extern	extern	0	0	00:14:47	COMPLETED
5682978_9.batch	batch	6702208K	7953492K	00:15:40	COMPLETED
5682978_9.extern	extern	24K	24K	00:15:40	COMPLETED
