jobid	jobname	maxrss	maxvmsize	elapsed	state
5614562_0.batch	batch	6700100K	7850664K	00:15:29	COMPLETED
5614562_0.extern	extern	100K	100K	00:15:29	COMPLETED
5614562_1.batch	batch	6049900K	7859260K	00:13:51	COMPLETED
5614562_1.extern	extern	64K	64K	00:13:51	COMPLETED
5614562_2.batch	batch	5906.50M	7854104K	00:13:57	COMPLETED
5614562_2.extern	extern	96K	96K	00:13:58	COMPLETED
5614562_3.batch	batch	6700556K	7848700K	00:15:29	COMPLETED
5614562_3.extern	extern	0	0	00:15:29	COMPLETED
5614562_4.batch	batch	6051408K	7869812K	00:13:55	COMPLETED
5614562_4.extern	extern	104K	104K	00:13:55	COMPLETED
5614562_5.batch	batch	6700560K	7848724K	00:15:29	COMPLETED
5614562_5.extern	extern	24K	24K	00:15:29	COMPLETED
5614562_6.batch	batch	6047552K	7778612K	00:13:37	COMPLETED
5614562_6.extern	extern	28K	28K	00:13:37	COMPLETED
5614562_7.batch	batch	6550.50M	7855904K	00:15:31	COMPLETED
5614562_7.extern	extern	0	0	00:15:31	COMPLETED
5614562_8.batch	batch	6048860K	7777348K	00:13:36	COMPLETED
5614562_8.extern	extern	60K	60K	00:13:36	COMPLETED
5614562_9.batch	batch	6703444K	7851528K	00:15:28	COMPLETED
5614562_9.extern	extern	0	0	00:15:28	COMPLETED
