jobid	jobname	maxrss	maxvmsize	elapsed	state
5644021_0.batch	batch	6700436K	7859952K	00:15:32	COMPLETED
5644021_0.extern	extern	0	0	00:15:32	COMPLETED
5644021_1.batch	batch	6698848K	7858412K	00:15:25	COMPLETED
5644021_1.extern	extern	0	0	00:15:25	COMPLETED
5644021_2.batch	batch	6699732K	7859276K	00:15:26	COMPLETED
5644021_2.extern	extern	0	0	00:15:26	COMPLETED
5644021_3.batch	batch	6697084K	7856784K	00:15:29	COMPLETED
5644021_3.extern	extern	24K	24K	00:15:29	COMPLETED
5644021_4.batch	batch	6701868K	7861412K	00:15:26	COMPLETED
5644021_4.extern	extern	0	0	00:15:26	COMPLETED
5644021_5.batch	batch	6701024K	7860608K	00:15:24	COMPLETED
5644021_5.extern	extern	80K	80K	00:15:24	COMPLETED
5644021_6.batch	batch	6700684K	7860264K	00:15:26	COMPLETED
5644021_6.extern	extern	0	0	00:15:26	COMPLETED
5644021_7.batch	batch	6707772K	7878916K	00:15:24	COMPLETED
5644021_7.extern	extern	4K	4K	00:15:24	COMPLETED
5644021_8.batch	batch	6703952K	7863512K	00:15:27	COMPLETED
5644021_8.extern	extern	0	0	00:15:27	COMPLETED
5644021_9.batch	batch	6699068K	7858672K	00:15:26	COMPLETED
5644021_9.extern	extern	12K	12K	00:15:26	COMPLETED
