jobid	jobname	maxrss	maxvmsize	elapsed	state
5591930_0.batch	batch	6704784K	7852932K	00:15:31	COMPLETED
5591930_0.extern	extern	0	0	00:15:31	COMPLETED
5591930_1.batch	batch	6702484K	7850596K	00:15:28	COMPLETED
5591930_1.extern	extern	0	0	00:15:28	COMPLETED
5591930_2.batch	batch	6699948K	7848020K	00:15:27	COMPLETED
5591930_2.extern	extern	52K	52K	00:15:27	COMPLETED
5591930_3.batch	batch	6698824K	7858492K	00:15:28	COMPLETED
5591930_3.extern	extern	0	0	00:15:28	COMPLETED
5591930_4.batch	batch	6701228K	7849356K	00:15:31	COMPLETED
5591930_4.extern	extern	0	0	00:15:31	COMPLETED
5591930_5.batch	batch	6704468K	7864024K	00:15:29	COMPLETED
5591930_5.extern	extern	0	0	00:15:29	COMPLETED
5591930_6.batch	batch	6703704K	7851828K	00:15:29	COMPLETED
5591930_6.extern	extern	64K	64K	00:15:29	COMPLETED
5591930_7.batch	batch	6705780K	7853828K	00:15:31	COMPLETED
5591930_7.extern	extern	0	0	00:15:31	COMPLETED
5591930_8.batch	batch	6703184K	7851232K	00:15:28	COMPLETED
5591930_8.extern	extern	100K	100K	00:15:28	COMPLETED
5591930_9.batch	batch	6701348K	7860944K	00:15:28	COMPLETED
5591930_9.extern	extern	44K	44K	00:15:28	COMPLETED
