jobid	jobname	maxrss	maxvmsize	elapsed	state
5705041_0.batch	batch	6700628K	7860252K	00:15:23	COMPLETED
5705041_0.extern	extern	4K	4K	00:15:23	COMPLETED
5705041_1.batch	batch	7576M	8986472K	00:16:27	COMPLETED
5705041_1.extern	extern	0	0	00:16:27	COMPLETED
5705041_2.batch	batch	6700248K	7859884K	00:15:29	COMPLETED
5705041_2.extern	extern	56K	56K	00:15:29	COMPLETED
5705041_3.batch	batch	7760332K	8986428K	00:16:24	COMPLETED
5705041_3.extern	extern	0	0	00:16:24	COMPLETED
5705041_4.batch	batch	6703964K	7863544K	00:15:25	COMPLETED
5705041_4.extern	extern	88K	88K	00:15:25	COMPLETED
5705041_5.batch	batch	7624204K	8859208K	00:16:21	COMPLETED
5705041_5.extern	extern	0	0	00:16:21	COMPLETED
5705041_6.batch	batch	6707804K	7867388K	00:15:26	COMPLETED
5705041_6.extern	extern	0	0	00:15:26	COMPLETED
5705041_7.batch	batch	7624512K	8859480K	00:16:22	COMPLETED
5705041_7.extern	extern	0	0	00:16:22	COMPLETED
5705041_8.batch	batch	6703248K	7862756K	00:15:25	COMPLETED
5705041_8.extern	extern	100K	100K	00:15:25	COMPLETED
5705041_9.batch	batch	7626168K	8857132K	00:16:23	COMPLETED
5705041_9.extern	extern	0	0	00:16:23	COMPLETED
