jobid	jobname	maxrss	maxvmsize	elapsed	state
5586383_0.batch	batch	6701516K	7862780K	00:15:30	COMPLETED
5586383_0.extern	extern	12K	12K	00:15:30	COMPLETED
5586383_1.batch	batch	6052804K	7919260K	00:13:32	COMPLETED
5586383_1.extern	extern	24K	24K	00:13:32	COMPLETED
5586383_2.batch	batch	6046092K	7908416K	00:13:29	COMPLETED
5586383_2.extern	extern	52K	52K	00:13:29	COMPLETED
5586383_3.batch	batch	6703884K	7863444K	00:15:28	COMPLETED
5586383_3.extern	extern	0	0	00:15:28	COMPLETED
5586383_4.batch	batch	6049284K	7913160K	00:13:29	COMPLETED
5586383_4.extern	extern	28K	28K	00:13:29	COMPLETED
5586383_5.batch	batch	6700568K	7848760K	00:15:26	COMPLETED
5586383_5.extern	extern	0	0	00:15:26	COMPLETED
5586383_6.batch	batch	6052996K	7849588K	00:13:35	COMPLETED
5586383_6.extern	extern	0	0	00:13:35	COMPLETED
5586383_7.batch	batch	6702876K	7850988K	00:15:28	COMPLETED
5586383_7.extern	extern	8K	8K	00:15:28	COMPLETED
5586383_8.batch	batch	6051908K	7918372K	00:13:30	COMPLETED
5586383_8.extern	extern	12K	12K	00:13:30	COMPLETED
5586383_9.batch	batch	6705516K	7859932K	00:15:26	COMPLETED
5586383_9.extern	extern	0	0	00:15:26	COMPLETED
