jobid	jobname	maxrss	maxvmsize	elapsed	state
5477473_0.batch	batch	6702752K	7868812K	00:15:24	COMPLETED
5477473_0.extern	extern	0	0	00:15:24	COMPLETED
5477473_1.batch	batch	6383832K	7629116K	00:14:45	COMPLETED
5477473_1.extern	extern	0	0	00:14:45	COMPLETED
5477473_2.batch	batch	6385348K	7624932K	00:14:46	COMPLETED
5477473_2.extern	extern	0	0	00:14:46	COMPLETED
5477473_3.batch	batch	6695996K	7855592K	00:15:25	COMPLETED
5477473_3.extern	extern	0	0	00:15:25	COMPLETED
5477473_4.batch	batch	6384336K	7629620K	00:14:45	COMPLETED
5477473_4.extern	extern	0	0	00:14:45	COMPLETED
5477473_5.batch	batch	6695700K	7855300K	00:15:23	COMPLETED
5477473_5.extern	extern	0	0	00:15:23	COMPLETED
5477473_6.batch	batch	6388036K	7633184K	00:14:48	COMPLETED
5477473_6.extern	extern	0	0	00:14:48	COMPLETED
5477473_7.batch	batch	6700956K	7860436K	00:15:25	COMPLETED
5477473_7.extern	extern	0	0	00:15:25	COMPLETED
5477473_8.batch	batch	6385148K	7627128K	00:14:44	COMPLETED
5477473_8.extern	extern	0	0	00:14:44	COMPLETED
5477473_9.batch	batch	6698684K	7858204K	00:15:23	COMPLETED
5477473_9.extern	extern	0	0	00:15:23	COMPLETED
