jobid	jobname	maxrss	maxvmsize	elapsed	state
5573644_0.batch	batch	6049148K	7913224K	00:13:37	COMPLETED
5573644_0.extern	extern	0	0	00:13:37	COMPLETED
5573644_1.batch	batch	6050784K	7883024K	00:13:34	COMPLETED
5573644_1.extern	extern	0	0	00:13:34	COMPLETED
5573644_2.batch	batch	6049480K	7844924K	00:13:33	COMPLETED
5573644_2.extern	extern	56K	56K	00:13:33	COMPLETED
5573644_3.batch	batch	6047676K	7877460K	00:13:31	COMPLETED
5573644_3.extern	extern	68K	68K	00:13:31	COMPLETED
5573644_4.batch	batch	6052420K	7877688K	00:13:33	COMPLETED
5573644_4.extern	extern	24K	24K	00:13:33	COMPLETED
5573644_5.batch	batch	6049740K	7909216K	00:13:34	COMPLETED
5573644_5.extern	extern	12K	12K	00:13:34	COMPLETED
5573644_6.batch	batch	6050364K	7838740K	00:13:33	COMPLETED
5573644_6.extern	extern	28K	28K	00:13:33	COMPLETED
5573644_7.batch	batch	6052028K	7881620K	00:13:31	COMPLETED
5573644_7.extern	extern	52K	52K	00:13:31	COMPLETED
5573644_8.batch	batch	6047416K	7876988K	00:13:43	COMPLETED
5573644_8.extern	extern	60K	60K	00:13:43	COMPLETED
5573644_9.batch	batch	6053648K	7849080K	00:13:43	COMPLETED
5573644_9.extern	extern	24K	24K	00:13:43	COMPLETED
