jobid	jobname	maxrss	maxvmsize	elapsed	state
5506153_0.batch	batch	6047788K	7907092K	00:13:35	COMPLETED
5506153_0.extern	extern	0	0	00:13:35	COMPLETED
5506153_1.batch	batch	6046328K	7910148K	00:13:36	COMPLETED
5506153_1.extern	extern	4K	4K	00:13:36	COMPLETED
5506153_2.batch	batch	6047768K	7877480K	00:13:31	COMPLETED
5506153_2.extern	extern	60K	60K	00:13:31	COMPLETED
5506153_3.batch	batch	6048108K	7911492K	00:13:30	COMPLETED
5506153_3.extern	extern	60K	60K	00:13:30	COMPLETED
5506153_4.batch	batch	6049304K	7878908K	00:13:35	COMPLETED
5506153_4.extern	extern	4K	4K	00:13:35	COMPLETED
5506153_5.batch	batch	6050208K	7914232K	00:13:39	COMPLETED
5506153_5.extern	extern	0	0	00:13:39	COMPLETED
5506153_6.batch	batch	6051368K	7909356K	00:13:35	COMPLETED
5506153_6.extern	extern	0	0	00:13:35	COMPLETED
5506153_7.batch	batch	6049268K	7873992K	00:13:31	COMPLETED
5506153_7.extern	extern	0	0	00:13:31	COMPLETED
5506153_8.batch	batch	6053100K	7917008K	00:13:31	COMPLETED
5506153_8.extern	extern	0	0	00:13:31	COMPLETED
5506153_9.batch	batch	6052188K	7915036K	00:13:30	COMPLETED
5506153_9.extern	extern	0	0	00:13:30	COMPLETED
