jobid	jobname	maxrss	maxvmsize	elapsed	state
5588436_0.batch	batch	6542.50M	7859196K	00:15:32	COMPLETED
5588436_0.extern	extern	0	0	00:15:32	COMPLETED
5588436_1.batch	batch	6700352K	7850924K	00:15:27	COMPLETED
5588436_1.extern	extern	0	0	00:15:27	COMPLETED
5588436_2.batch	batch	6702640K	7861548K	00:15:26	COMPLETED
5588436_2.extern	extern	64K	64K	00:15:26	COMPLETED
5588436_3.batch	batch	6702884K	7862436K	00:15:25	COMPLETED
5588436_3.extern	extern	0	0	00:15:25	COMPLETED
5588436_4.batch	batch	6545.50M	7860624K	00:15:25	COMPLETED
5588436_4.extern	extern	100K	100K	00:15:25	COMPLETED
5588436_5.batch	batch	6701092K	7860696K	00:15:23	COMPLETED
5588436_5.extern	extern	0	0	00:15:23	COMPLETED
5588436_6.batch	batch	6704460K	7852608K	00:15:29	COMPLETED
5588436_6.extern	extern	0	0	00:15:29	COMPLETED
5588436_7.batch	batch	6699036K	7847208K	00:15:27	COMPLETED
5588436_7.extern	extern	16K	16K	00:15:27	COMPLETED
5588436_8.batch	batch	6703876K	7854536K	00:15:30	COMPLETED
5588436_8.extern	extern	104K	104K	00:15:30	COMPLETED
5588436_9.batch	batch	6698580K	7858116K	00:15:34	COMPLETED
5588436_9.extern	extern	0	0	00:15:34	COMPLETED
