jobid	jobname	maxrss	maxvmsize	elapsed	state
5568825_0.batch	batch	6050540K	7880376K	00:13:32	COMPLETED
5568825_0.extern	extern	0	0	00:13:32	COMPLETED
5568825_1.batch	batch	6049328K	7876592K	00:13:32	COMPLETED
5568825_1.extern	extern	0	0	00:13:32	COMPLETED
5568825_2.batch	batch	6049664K	7912120K	00:13:31	COMPLETED
5568825_2.extern	extern	64K	64K	00:13:31	COMPLETED
5568825_3.batch	batch	6051792K	7881596K	00:13:31	COMPLETED
5568825_3.extern	extern	56K	56K	00:13:31	COMPLETED
5568825_4.batch	batch	6048252K	7841388K	00:13:33	COMPLETED
5568825_4.extern	extern	64K	64K	00:13:33	COMPLETED
5568825_5.batch	batch	6050616K	7843296K	00:13:32	COMPLETED
5568825_5.extern	extern	28K	28K	00:13:32	COMPLETED
5568825_6.batch	batch	6048912K	7878692K	00:13:31	COMPLETED
5568825_6.extern	extern	0	0	00:13:31	COMPLETED
5568825_7.batch	batch	6049528K	7879540K	00:13:31	COMPLETED
5568825_7.extern	extern	0	0	00:13:31	COMPLETED
5568825_8.batch	batch	6046496K	7697416K	00:02:47	COMPLETED
5568825_8.extern	extern	64K	64K	00:02:47	COMPLETED
