jobid	jobname	maxrss	maxvmsize	elapsed	state
5712012_0.batch	batch	6703392K	7862908K	00:15:24	COMPLETED
5712012_0.extern	extern	0	0	00:15:24	COMPLETED
5712012_1.batch	batch	6700532K	7860152K	00:15:31	COMPLETED
5712012_1.extern	extern	0	0	00:15:31	COMPLETED
5712012_2.batch	batch	6699556K	7859104K	00:15:25	COMPLETED
5712012_2.extern	extern	96K	96K	00:15:25	COMPLETED
5712012_3.batch	batch	6703340K	7871520K	00:15:23	COMPLETED
5712012_3.extern	extern	100K	100K	00:15:23	COMPLETED
5712012_4.batch	batch	6699108K	7858720K	00:15:24	COMPLETED
5712012_4.extern	extern	0	0	00:15:24	COMPLETED
5712012_5.batch	batch	6706152K	7865708K	00:15:24	COMPLETED
5712012_5.extern	extern	4K	4K	00:15:24	COMPLETED
5712012_6.batch	batch	6703008K	7862660K	00:15:27	COMPLETED
5712012_6.extern	extern	104K	104K	00:15:27	COMPLETED
5712012_7.batch	batch	6705608K	7866820K	00:15:23	COMPLETED
5712012_7.extern	extern	72K	72K	00:15:23	COMPLETED
5712012_8.batch	batch	6698136K	7857660K	00:15:25	COMPLETED
5712012_8.extern	extern	0	0	00:15:25	COMPLETED
5712012_9.batch	batch	6703552K	7863192K	00:15:24	COMPLETED
5712012_9.extern	extern	12K	12K	00:15:24	COMPLETED
