jobid	jobname	maxrss	maxvmsize	elapsed	state
5576385_0.batch	batch	6048904K	7878096K	00:13:33	COMPLETED
5576385_0.extern	extern	0	0	00:13:33	COMPLETED
5576385_1.batch	batch	6049876K	7880800K	00:13:32	COMPLETED
5576385_1.extern	extern	0	0	00:13:32	COMPLETED
5576385_2.batch	batch	6051800K	7881460K	00:13:31	COMPLETED
5576385_2.extern	extern	52K	52K	00:13:31	COMPLETED
5576385_3.batch	batch	6053200K	7917124K	00:13:34	COMPLETED
5576385_3.extern	extern	64K	64K	00:13:34	COMPLETED
5576385_4.batch	batch	6049200K	7879040K	00:13:33	COMPLETED
5576385_4.extern	extern	56K	56K	00:13:33	COMPLETED
5576385_5.batch	batch	6047884K	7911136K	00:13:30	COMPLETED
5576385_5.extern	extern	56K	56K	00:13:30	COMPLETED
5576385_6.batch	batch	6051968K	7847516K	00:13:33	COMPLETED
5576385_6.extern	extern	68K	68K	00:13:33	COMPLETED
5576385_7.batch	batch	6051572K	7846980K	00:13:32	COMPLETED
5576385_7.extern	extern	64K	64K	00:13:32	COMPLETED
5576385_8.batch	batch	6048260K	7912320K	00:13:37	COMPLETED
5576385_8.extern	extern	52K	52K	00:13:37	COMPLETED
5576385_9.batch	batch	6051560K	7881184K	00:13:33	COMPLETED
5576385_9.extern	extern	24K	24K	00:13:33	COMPLETED
