jobid	jobname	maxrss	maxvmsize	elapsed	state
5566363_0.batch	batch	6048680K	7841284K	00:13:36	COMPLETED
5566363_0.extern	extern	52K	52K	00:13:36	COMPLETED
5566363_1.batch	batch	6051092K	7846596K	00:13:34	COMPLETED
5566363_1.extern	extern	12K	12K	00:13:34	COMPLETED
5566363_2.batch	batch	6047524K	7842960K	00:13:34	COMPLETED
5566363_2.extern	extern	52K	52K	00:13:34	COMPLETED
5566363_3.batch	batch	6048024K	7843564K	00:13:33	COMPLETED
5566363_3.extern	extern	52K	52K	00:13:33	COMPLETED
5566363_4.batch	batch	6051796K	7847368K	00:13:35	COMPLETED
5566363_4.extern	extern	56K	56K	00:13:35	COMPLETED
5566363_5.batch	batch	6051152K	7880948K	00:13:34	COMPLETED
5566363_5.extern	extern	60K	60K	00:13:34	COMPLETED
5566363_6.batch	batch	6051192K	7846784K	00:05:28	COMPLETED
5566363_6.extern	extern	48K	48K	00:05:28	COMPLETED
