jobid	jobname	maxrss	maxvmsize	elapsed	state
5575624_0.batch	batch	6044600K	7874312K	00:13:32	COMPLETED
5575624_0.extern	extern	8K	8K	00:13:32	COMPLETED
5575624_1.batch	batch	6049968K	7880980K	00:13:31	COMPLETED
5575624_1.extern	extern	0	0	00:13:31	COMPLETED
5575624_2.batch	batch	6048820K	7924216K	00:13:39	COMPLETED
5575624_2.extern	extern	64K	64K	00:13:39	COMPLETED
5575624_3.batch	batch	6048668K	7844264K	00:13:31	COMPLETED
5575624_3.extern	extern	56K	56K	00:13:31	COMPLETED
5575624_4.batch	batch	6049644K	7878020K	00:13:32	COMPLETED
5575624_4.extern	extern	48K	48K	00:13:32	COMPLETED
5575624_5.batch	batch	6050992K	7914868K	00:13:29	COMPLETED
5575624_5.extern	extern	36K	36K	00:13:29	COMPLETED
5575624_6.batch	batch	6047508K	7842904K	00:13:33	COMPLETED
5575624_6.extern	extern	52K	52K	00:13:33	COMPLETED
5575624_7.batch	batch	6051424K	7909680K	00:13:30	COMPLETED
5575624_7.extern	extern	24K	24K	00:13:30	COMPLETED
5575624_8.batch	batch	6050588K	7841944K	00:13:32	COMPLETED
5575624_8.extern	extern	56K	56K	00:13:32	COMPLETED
5575624_9.batch	batch	6049836K	7879524K	00:13:31	COMPLETED
5575624_9.extern	extern	56K	56K	00:13:31	COMPLETED
