jobid	jobname	maxrss	maxvmsize	elapsed	state
5601356_0.batch	batch	6566412K	7757516K	00:15:30	COMPLETED
5601356_0.extern	extern	0	0	00:15:30	COMPLETED
5601356_1.batch	batch	6328564K	7554720K	00:14:57	COMPLETED
5601356_1.extern	extern	0	0	00:14:57	COMPLETED
5601356_2.batch	batch	6314436K	7538024K	00:14:53	COMPLETED
5601356_2.extern	extern	0	0	00:14:53	COMPLETED
5601356_3.batch	batch	6569572K	7747732K	00:15:30	COMPLETED
5601356_3.extern	extern	0	0	00:15:30	COMPLETED
5601356_4.batch	batch	6324228K	7548116K	00:14:50	COMPLETED
5601356_4.extern	extern	0	0	00:14:51	COMPLETED
5601356_5.batch	batch	6569764K	7750480K	00:15:30	COMPLETED
5601356_5.extern	extern	12K	12K	00:15:30	COMPLETED
5601356_6.batch	batch	6328368K	7541076K	00:14:53	COMPLETED
5601356_6.extern	extern	0	0	00:14:53	COMPLETED
5601356_7.batch	batch	6701356K	7849452K	00:15:27	COMPLETED
5601356_7.extern	extern	0	0	00:15:27	COMPLETED
5601356_8.batch	batch	6351660K	7564208K	00:14:51	COMPLETED
5601356_8.extern	extern	0	0	00:14:51	COMPLETED
5601356_9.batch	batch	6700116K	7848312K	00:15:28	COMPLETED
5601356_9.extern	extern	0	0	00:15:28	COMPLETED
