jobid	jobname	maxrss	maxvmsize	elapsed	state
5593288_0.batch	batch	6701516K	7852212K	00:15:34	COMPLETED
5593288_0.extern	extern	0	0	00:15:34	COMPLETED
5593288_1.batch	batch	6698180K	7846292K	00:15:31	COMPLETED
5593288_1.extern	extern	0	0	00:15:31	COMPLETED
5593288_2.batch	batch	6702180K	7850196K	00:15:30	COMPLETED
5593288_2.extern	extern	0	0	00:15:30	COMPLETED
5593288_3.batch	batch	6703016K	7851132K	00:15:30	COMPLETED
5593288_3.extern	extern	0	0	00:15:30	COMPLETED
5593288_4.batch	batch	6700708K	7848976K	00:15:27	COMPLETED
5593288_4.extern	extern	64K	64K	00:15:27	COMPLETED
5593288_5.batch	batch	6700568K	7860128K	00:15:28	COMPLETED
5593288_5.extern	extern	0	0	00:15:28	COMPLETED
5593288_6.batch	batch	6700424K	7848552K	00:15:27	COMPLETED
5593288_6.extern	extern	0	0	00:15:27	COMPLETED
5593288_7.batch	batch	6701088K	7860676K	00:15:28	COMPLETED
5593288_7.extern	extern	4K	4K	00:15:28	COMPLETED
5593288_8.batch	batch	6702900K	7850988K	00:15:27	COMPLETED
5593288_8.extern	extern	0	0	00:15:27	COMPLETED
5593288_9.batch	batch	6701304K	7860996K	00:15:27	COMPLETED
5593288_9.extern	extern	0	0	00:15:27	COMPLETED
