jobid	jobname	maxrss	maxvmsize	elapsed	state
5607553_0.batch	batch	6699852K	7850568K	00:15:30	COMPLETED
5607553_0.extern	extern	0	0	00:15:30	COMPLETED
5607553_1.batch	batch	6049932K	7847848K	00:13:35	COMPLETED
5607553_1.extern	extern	0	0	00:13:35	COMPLETED
5607553_2.batch	batch	6049168K	7878184K	00:13:33	COMPLETED
5607553_2.extern	extern	0	0	00:13:33	COMPLETED
5607553_3.batch	batch	6570984K	7749296K	00:15:30	COMPLETED
5607553_3.extern	extern	0	0	00:15:30	COMPLETED
5607553_4.batch	batch	6051956K	7777572K	00:13:33	COMPLETED
5607553_4.extern	extern	0	0	00:13:33	COMPLETED
5607553_5.batch	batch	6699572K	7855748K	00:15:29	COMPLETED
5607553_5.extern	extern	92K	92K	00:15:29	COMPLETED
5607553_6.batch	batch	6048772K	7878588K	00:13:32	COMPLETED
5607553_6.extern	extern	0	0	00:13:32	COMPLETED
5607553_7.batch	batch	6700252K	7857884K	00:15:27	COMPLETED
5607553_7.extern	extern	24K	24K	00:15:27	COMPLETED
5607553_8.batch	batch	6050096K	7879796K	00:13:30	COMPLETED
5607553_8.extern	extern	0	0	00:13:30	COMPLETED
5607553_9.batch	batch	6701372K	7849644K	00:15:28	COMPLETED
5607553_9.extern	extern	0	0	00:15:28	COMPLETED
