transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ind_0054_00000	ind_0054_00000	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00001	ind_0054_00001	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00002	ind_0054_00002	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00003	ind_0054_00003	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00004	ind_0054_00004	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00005	ind_0054_00005	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00006	ind_0054_00006	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00007	ind_0054_00007	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00008	ind_0054_00008	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00009	ind_0054_00009	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00010	ind_0054_00010	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00011	ind_0054_00011	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00012	ind_0054_00012	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00013	ind_0054_00013	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00014	ind_0054_00014	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00015	ind_0054_00015	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00016	ind_0054_00016	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00017	ind_0054_00017	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00018	ind_0054_00018	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00019	ind_0054_00019	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00020	ind_0054_00020	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00021	ind_0054_00021	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00022	ind_0054_00022	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00023	ind_0054_00023	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00024	ind_0054_00024	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00025	ind_0054_00025	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00026	ind_0054_00026	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00027	ind_0054_00027	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00028	ind_0054_00028	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00029	ind_0054_00029	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00030	ind_0054_00030	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00031	ind_0054_00031	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00032	ind_0054_00032	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00033	ind_0054_00033	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00034	ind_0054_00034	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00035	ind_0054_00035	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00036	ind_0054_00036	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00037	ind_0054_00037	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00038	ind_0054_00038	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00039	ind_0054_00039	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00040	ind_0054_00040	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00041	ind_0054_00041	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00042	ind_0054_00042	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00043	ind_0054_00043	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00044	ind_0054_00044	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00045	ind_0054_00045	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00046	ind_0054_00046	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00047	ind_0054_00047	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00048	ind_0054_00048	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
ind_0054_00049	ind_0054_00049	+	full	717	717	0	0	0	0	0.0	0.0	0.0	0.0	
