jobid	jobname	maxrss	maxvmsize	elapsed	state
5571387_0.batch	batch	6049260K	7778152K	00:13:35	COMPLETED
5571387_0.extern	extern	0	0	00:13:35	COMPLETED
5571387_1.batch	batch	6050380K	7908748K	00:13:30	COMPLETED
5571387_1.extern	extern	0	0	00:13:30	COMPLETED
5571387_2.batch	batch	6050972K	7912984K	00:13:29	COMPLETED
5571387_2.extern	extern	60K	60K	00:13:29	COMPLETED
5571387_3.batch	batch	6047500K	7911428K	00:13:28	COMPLETED
5571387_3.extern	extern	12K	12K	00:13:28	COMPLETED
5571387_4.batch	batch	6052884K	7882484K	00:13:31	COMPLETED
5571387_4.extern	extern	44K	44K	00:13:31	COMPLETED
5571387_5.batch	batch	6050692K	7914560K	00:13:29	COMPLETED
5571387_5.extern	extern	64K	64K	00:13:29	COMPLETED
5571387_6.batch	batch	6050636K	7879924K	00:13:32	COMPLETED
5571387_6.extern	extern	48K	48K	00:13:32	COMPLETED
5571387_7.batch	batch	6051176K	7881004K	00:13:30	COMPLETED
5571387_7.extern	extern	52K	52K	00:13:30	COMPLETED
5571387_8.batch	batch	6053900K	7883564K	00:13:32	COMPLETED
5571387_8.extern	extern	28K	28K	00:13:32	COMPLETED
5571387_9.batch	batch	6047980K	7911980K	00:13:35	COMPLETED
5571387_9.extern	extern	32K	32K	00:13:35	COMPLETED
