jobid	jobname	maxrss	maxvmsize	elapsed	state
5676676_0.batch	batch	6335472K	7550484K	00:14:56	COMPLETED
5676676_0.extern	extern	0	0	00:14:56	COMPLETED
5676676_1.batch	batch	7406868K	8626224K	00:15:01	COMPLETED
5676676_1.extern	extern	0	0	00:15:01	COMPLETED
5676676_2.batch	batch	6328928K	7543696K	00:14:51	COMPLETED
5676676_2.extern	extern	0	0	00:14:51	COMPLETED
5676676_3.batch	batch	7405520K	8626676K	00:14:57	COMPLETED
5676676_3.extern	extern	0	0	00:14:57	COMPLETED
5676676_4.batch	batch	6335400K	7548004K	00:14:53	COMPLETED
5676676_4.extern	extern	0	0	00:14:53	COMPLETED
5676676_5.batch	batch	7401000K	8618824K	00:15:07	COMPLETED
5676676_5.extern	extern	0	0	00:15:07	COMPLETED
5676676_6.batch	batch	6344116K	7567628K	00:14:55	COMPLETED
5676676_6.extern	extern	0	0	00:14:55	COMPLETED
5676676_7.batch	batch	7402172K	8629876K	00:14:58	COMPLETED
5676676_7.extern	extern	0	0	00:14:58	COMPLETED
5676676_8.batch	batch	6336424K	7551592K	00:14:54	COMPLETED
5676676_8.extern	extern	0	0	00:14:54	COMPLETED
5676676_9.batch	batch	7403984K	8628836K	00:14:59	COMPLETED
5676676_9.extern	extern	0	0	00:14:59	COMPLETED
