jobid	jobname	maxrss	maxvmsize	elapsed	state
5708715_0.batch	batch	6047368K	7877068K	00:13:38	COMPLETED
5708715_0.extern	extern	64K	64K	00:13:38	COMPLETED
5708715_1.batch	batch	6049168K	7878524K	00:13:33	COMPLETED
5708715_1.extern	extern	28K	28K	00:13:33	COMPLETED
5708715_2.batch	batch	6048740K	7877440K	00:13:32	COMPLETED
5708715_2.extern	extern	68K	68K	00:13:32	COMPLETED
5708715_3.batch	batch	6046848K	7876536K	00:13:32	COMPLETED
5708715_3.extern	extern	64K	64K	00:13:32	COMPLETED
5708715_4.batch	batch	6048196K	7877012K	00:13:31	COMPLETED
5708715_4.extern	extern	64K	64K	00:13:31	COMPLETED
5708715_5.batch	batch	6049976K	7879700K	00:13:32	COMPLETED
5708715_5.extern	extern	64K	64K	00:13:32	COMPLETED
5708715_6.batch	batch	6051768K	7881600K	00:13:31	COMPLETED
5708715_6.extern	extern	68K	68K	00:13:31	COMPLETED
5708715_7.batch	batch	6048456K	7878244K	00:13:30	COMPLETED
5708715_7.extern	extern	44K	44K	00:13:30	COMPLETED
5708715_8.batch	batch	6054620K	7884392K	00:13:31	COMPLETED
5708715_8.extern	extern	72K	72K	00:13:31	COMPLETED
5708715_9.batch	batch	6051692K	7881368K	00:13:32	COMPLETED
5708715_9.extern	extern	4K	4K	00:13:32	COMPLETED
