jobid	jobname	maxrss	maxvmsize	elapsed	state
5583704_0.batch	batch	6700016K	7850760K	00:15:33	COMPLETED
5583704_0.extern	extern	0	0	00:15:33	COMPLETED
5583704_1.batch	batch	6701116K	7849148K	00:15:30	COMPLETED
5583704_1.extern	extern	0	0	00:15:30	COMPLETED
5583704_2.batch	batch	6701664K	7849776K	00:15:29	COMPLETED
5583704_2.extern	extern	0	0	00:15:29	COMPLETED
5583704_3.batch	batch	6700600K	7860168K	00:15:28	COMPLETED
5583704_3.extern	extern	24K	24K	00:15:28	COMPLETED
5583704_4.batch	batch	6703288K	7862904K	00:15:25	COMPLETED
5583704_4.extern	extern	80K	80K	00:15:25	COMPLETED
5583704_5.batch	batch	6702852K	7862552K	00:15:29	COMPLETED
5583704_5.extern	extern	0	0	00:15:29	COMPLETED
5583704_6.batch	batch	6700340K	7848496K	00:15:27	COMPLETED
5583704_6.extern	extern	4K	4K	00:15:27	COMPLETED
5583704_7.batch	batch	6703808K	7863372K	00:15:25	COMPLETED
5583704_7.extern	extern	0	0	00:15:25	COMPLETED
5583704_8.batch	batch	6703920K	7860480K	00:15:28	COMPLETED
5583704_8.extern	extern	80K	80K	00:15:28	COMPLETED
5583704_9.batch	batch	6703000K	7862656K	00:15:28	COMPLETED
5583704_9.extern	extern	0	0	00:15:28	COMPLETED
