jobid	jobname	maxrss	maxvmsize	elapsed	state
5709863_0.batch	batch	7754768K	8991800K	00:16:17	COMPLETED
5709863_0.extern	extern	0	0	00:16:17	COMPLETED
5709863_1.batch	batch	6048568K	7880804K	00:13:33	COMPLETED
5709863_1.extern	extern	24K	24K	00:13:33	COMPLETED
5709863_2.batch	batch	6568708K	7726368K	00:15:34	COMPLETED
5709863_2.extern	extern	88K	88K	00:15:34	COMPLETED
5709863_3.batch	batch	7626616K	8861748K	00:16:19	COMPLETED
5709863_3.extern	extern	0	0	00:16:19	COMPLETED
5709863_4.batch	batch	6701372K	7860888K	00:15:24	COMPLETED
5709863_4.extern	extern	56K	56K	00:15:24	COMPLETED
5709863_5.batch	batch	7627656K	8862848K	00:16:20	COMPLETED
5709863_5.extern	extern	0	0	00:16:20	COMPLETED
5709863_6.batch	batch	6703428K	7869920K	00:15:22	COMPLETED
5709863_6.extern	extern	76K	76K	00:15:22	COMPLETED
5709863_7.batch	batch	6702768K	7862504K	00:15:29	COMPLETED
5709863_7.extern	extern	4K	4K	00:15:29	COMPLETED
5709863_8.batch	batch	6702388K	7884872K	00:15:20	COMPLETED
5709863_8.extern	extern	0	0	00:15:20	COMPLETED
5709863_9.batch	batch	6701428K	7849576K	00:15:30	COMPLETED
5709863_9.extern	extern	0	0	00:15:30	COMPLETED
