jobid	jobname	maxrss	maxvmsize	elapsed	state
5490749_0.batch	batch	6047080K	7910976K	00:13:29	COMPLETED
5490749_0.extern	extern	12K	12K	00:13:29	COMPLETED
5490749_1.batch	batch	6047468K	7764264K	00:13:32	COMPLETED
5490749_1.extern	extern	0	0	00:13:32	COMPLETED
5490749_2.batch	batch	6049148K	7913124K	00:13:29	COMPLETED
5490749_2.extern	extern	0	0	00:13:29	COMPLETED
5490749_3.batch	batch	6052424K	7910232K	00:13:29	COMPLETED
5490749_3.extern	extern	0	0	00:13:29	COMPLETED
5490749_4.batch	batch	6048632K	7912496K	00:13:29	COMPLETED
5490749_4.extern	extern	0	0	00:13:29	COMPLETED
5490749_5.batch	batch	6048492K	7912468K	00:13:29	COMPLETED
5490749_5.extern	extern	0	0	00:13:29	COMPLETED
5490749_6.batch	batch	6048784K	7912648K	00:13:29	COMPLETED
5490749_6.extern	extern	68K	68K	00:13:29	COMPLETED
5490749_7.batch	batch	6051948K	7914032K	00:13:29	COMPLETED
5490749_7.extern	extern	24K	24K	00:13:29	COMPLETED
5490749_8.batch	batch	6051268K	7908064K	00:13:29	COMPLETED
5490749_8.extern	extern	64K	64K	00:13:29	COMPLETED
5490749_9.batch	batch	6049340K	7913280K	00:13:28	COMPLETED
5490749_9.extern	extern	44K	44K	00:13:28	COMPLETED
