jobid	jobname	maxrss	maxvmsize	elapsed	state
5476736_0.batch	batch	6703072K	7862644K	00:15:25	COMPLETED
5476736_0.extern	extern	8K	8K	00:15:25	COMPLETED
5476736_1.batch	batch	6384116K	7450.50M	00:14:44	COMPLETED
5476736_1.extern	extern	0	0	00:14:44	COMPLETED
5476736_2.batch	batch	6384864K	7628564K	00:14:43	COMPLETED
5476736_2.extern	extern	0	0	00:14:43	COMPLETED
5476736_3.batch	batch	6700772K	7860296K	00:15:24	COMPLETED
5476736_3.extern	extern	0	0	00:15:24	COMPLETED
5476736_4.batch	batch	6384524K	7628400K	00:14:44	COMPLETED
5476736_4.extern	extern	0	0	00:14:44	COMPLETED
5476736_5.batch	batch	6700792K	7860384K	00:15:25	COMPLETED
5476736_5.extern	extern	0	0	00:15:25	COMPLETED
5476736_6.batch	batch	6382876K	7628148K	00:14:46	COMPLETED
5476736_6.extern	extern	0	0	00:14:46	COMPLETED
5476736_7.batch	batch	6703744K	7863304K	00:15:25	COMPLETED
5476736_7.extern	extern	0	0	00:15:25	COMPLETED
5476736_8.batch	batch	6383344K	7625356K	00:14:42	COMPLETED
5476736_8.extern	extern	0	0	00:14:42	COMPLETED
5476736_9.batch	batch	6700692K	7860316K	00:15:26	COMPLETED
5476736_9.extern	extern	0	0	00:15:26	COMPLETED
