jobid	jobname	maxrss	maxvmsize	elapsed	state
5639744_0.batch	batch	6700872K	7860384K	00:15:28	COMPLETED
5639744_0.extern	extern	0	0	00:15:28	COMPLETED
5639744_1.batch	batch	6699580K	7859160K	00:15:30	COMPLETED
5639744_1.extern	extern	0	0	00:15:30	COMPLETED
5639744_2.batch	batch	6539M	7855464K	00:15:29	COMPLETED
5639744_2.extern	extern	0	0	00:15:29	COMPLETED
5639744_3.batch	batch	6701556K	7861252K	00:15:29	COMPLETED
5639744_3.extern	extern	0	0	00:15:29	COMPLETED
5639744_4.batch	batch	6701964K	7872756K	00:15:26	COMPLETED
5639744_4.extern	extern	0	0	00:15:26	COMPLETED
5639744_5.batch	batch	6699852K	7848016K	00:15:29	COMPLETED
5639744_5.extern	extern	0	0	00:15:29	COMPLETED
5639744_6.batch	batch	6698024K	7857688K	00:15:31	COMPLETED
5639744_6.extern	extern	0	0	00:15:31	COMPLETED
5639744_7.batch	batch	6700052K	7859644K	00:15:28	COMPLETED
5639744_7.extern	extern	0	0	00:15:28	COMPLETED
5639744_8.batch	batch	6699072K	7858628K	00:15:27	COMPLETED
5639744_8.extern	extern	0	0	00:15:27	COMPLETED
5639744_9.batch	batch	6703376K	7863112K	00:15:35	COMPLETED
5639744_9.extern	extern	0	0	00:15:35	COMPLETED
