jobid	jobname	maxrss	maxvmsize	elapsed	state
5711714_0.batch	batch	6701348K	7859276K	00:15:36	COMPLETED
5711714_0.extern	extern	0	0	00:15:36	COMPLETED
5711714_1.batch	batch	6697264K	7868376K	00:15:21	COMPLETED
5711714_1.extern	extern	0	0	00:15:21	COMPLETED
5711714_2.batch	batch	6704796K	7864308K	00:15:24	COMPLETED
5711714_2.extern	extern	56K	56K	00:15:24	COMPLETED
5711714_3.batch	batch	6700452K	7860016K	00:15:29	COMPLETED
5711714_3.extern	extern	24K	24K	00:15:29	COMPLETED
5711714_4.batch	batch	6702816K	7873748K	00:15:27	COMPLETED
5711714_4.extern	extern	64K	64K	00:15:27	COMPLETED
5711714_5.batch	batch	6698700K	7846928K	00:15:29	COMPLETED
5711714_5.extern	extern	100K	100K	00:15:29	COMPLETED
5711714_6.batch	batch	6702744K	7869720K	00:15:30	COMPLETED
5711714_6.extern	extern	4K	4K	00:15:30	COMPLETED
5711714_7.batch	batch	6705308K	7853420K	00:15:34	COMPLETED
5711714_7.extern	extern	12K	12K	00:15:34	COMPLETED
5711714_8.batch	batch	6706236K	7877268K	00:15:23	COMPLETED
5711714_8.extern	extern	24K	24K	00:15:23	COMPLETED
5711714_9.batch	batch	6701956K	7861464K	00:15:24	COMPLETED
5711714_9.extern	extern	0	0	00:15:24	COMPLETED
