jobid	jobname	maxrss	maxvmsize	elapsed	state
5464794_0.batch	batch	6051664K	7782712K	00:13:36	COMPLETED
5464794_0.extern	extern	40K	40K	00:13:36	COMPLETED
5464794_1.batch	batch	6052656K	7778552K	00:13:35	COMPLETED
5464794_1.extern	extern	0	0	00:13:35	COMPLETED
5464794_2.batch	batch	6050388K	7913152K	00:13:29	COMPLETED
5464794_2.extern	extern	64K	64K	00:13:29	COMPLETED
5464794_3.batch	batch	6053416K	7910068K	00:13:28	COMPLETED
5464794_3.extern	extern	68K	68K	00:13:28	COMPLETED
5464794_4.batch	batch	6050616K	7914632K	00:13:45	COMPLETED
5464794_4.extern	extern	28K	28K	00:13:45	COMPLETED
5464794_5.batch	batch	6052324K	7881360K	00:13:41	COMPLETED
5464794_5.extern	extern	64K	64K	00:13:41	COMPLETED
5464794_6.batch	batch	6050992K	7877876K	00:13:31	COMPLETED
5464794_6.extern	extern	64K	64K	00:13:31	COMPLETED
5464794_7.batch	batch	6049760K	7913748K	00:13:28	COMPLETED
5464794_7.extern	extern	28K	28K	00:13:28	COMPLETED
5464794_8.batch	batch	6385892K	7633628K	00:14:46	COMPLETED
5464794_8.extern	extern	0	0	00:14:46	COMPLETED
5464794_9.batch	batch	6049204K	7877932K	00:13:30	COMPLETED
5464794_9.extern	extern	52K	52K	00:13:30	COMPLETED
