jobid	jobname	maxrss	maxvmsize	elapsed	state
5564046_0.batch	batch	6049008K	7847156K	00:13:35	COMPLETED
5564046_0.extern	extern	0	0	00:13:35	COMPLETED
5564046_1.batch	batch	6048804K	7846728K	00:13:36	COMPLETED
5564046_1.extern	extern	24K	24K	00:13:36	COMPLETED
5564046_2.batch	batch	6050376K	7880156K	00:13:32	COMPLETED
5564046_2.extern	extern	0	0	00:13:32	COMPLETED
5564046_3.batch	batch	6045428K	7840916K	00:13:33	COMPLETED
5564046_3.extern	extern	24K	24K	00:13:33	COMPLETED
5564046_4.batch	batch	6052952K	7882740K	00:13:30	COMPLETED
5564046_4.extern	extern	0	0	00:13:30	COMPLETED
5564046_5.batch	batch	6047824K	7659.50M	00:05:30	COMPLETED
5564046_5.extern	extern	28K	28K	00:05:30	COMPLETED
