jobid	jobname	maxrss	maxvmsize	elapsed	state
5676658_0.batch	batch	6339140K	7562660K	00:14:50	COMPLETED
5676658_0.extern	extern	0	0	00:14:50	COMPLETED
5676658_1.batch	batch	7404796K	8627420K	00:14:56	COMPLETED
5676658_1.extern	extern	0	0	00:14:56	COMPLETED
5676658_2.batch	batch	6361528K	7563208K	00:14:52	COMPLETED
5676658_2.extern	extern	0	0	00:14:52	COMPLETED
5676658_3.batch	batch	7400828K	8625604K	00:14:58	COMPLETED
5676658_3.extern	extern	0	0	00:14:58	COMPLETED
5676658_4.batch	batch	6350048K	7562664K	00:14:51	COMPLETED
5676658_4.extern	extern	0	0	00:14:51	COMPLETED
5676658_5.batch	batch	7404256K	8623056K	00:14:56	COMPLETED
5676658_5.extern	extern	0	0	00:14:56	COMPLETED
5676658_6.batch	batch	6350908K	7552568K	00:14:52	COMPLETED
5676658_6.extern	extern	0	0	00:14:52	COMPLETED
5676658_7.batch	batch	7409148K	8628092K	00:15:00	COMPLETED
5676658_7.extern	extern	0	0	00:15:00	COMPLETED
5676658_8.batch	batch	6347308K	7548888K	00:14:52	COMPLETED
5676658_8.extern	extern	0	0	00:14:52	COMPLETED
5676658_9.batch	batch	7402720K	8629384K	00:15:02	COMPLETED
5676658_9.extern	extern	0	0	00:15:02	COMPLETED
