jobid	jobname	maxrss	maxvmsize	elapsed	state
5582239_0.batch	batch	6702016K	7861648K	00:15:32	COMPLETED
5582239_0.extern	extern	0	0	00:15:32	COMPLETED
5582239_1.batch	batch	6700236K	7850888K	00:15:32	COMPLETED
5582239_1.extern	extern	0	0	00:15:32	COMPLETED
5582239_2.batch	batch	6700928K	7860516K	00:15:27	COMPLETED
5582239_2.extern	extern	68K	68K	00:15:27	COMPLETED
5582239_3.batch	batch	6702076K	7861764K	00:15:26	COMPLETED
5582239_3.extern	extern	92K	92K	00:15:26	COMPLETED
5582239_4.batch	batch	6702320K	7850448K	00:15:28	COMPLETED
5582239_4.extern	extern	0	0	00:15:28	COMPLETED
5582239_5.batch	batch	6702704K	7850812K	00:15:26	COMPLETED
5582239_5.extern	extern	0	0	00:15:26	COMPLETED
5582239_6.batch	batch	6701164K	7849332K	00:15:29	COMPLETED
5582239_6.extern	extern	100K	100K	00:15:29	COMPLETED
5582239_7.batch	batch	6700400K	7859952K	00:15:31	COMPLETED
5582239_7.extern	extern	16K	16K	00:15:31	COMPLETED
5582239_8.batch	batch	6706104K	7859880K	00:15:29	COMPLETED
5582239_8.extern	extern	24K	24K	00:15:29	COMPLETED
5582239_9.batch	batch	6704732K	7875104K	00:15:22	COMPLETED
5582239_9.extern	extern	0	0	00:15:22	COMPLETED
