jobid	jobname	maxrss	maxvmsize	elapsed	state
5595863_0.batch	batch	6548.50M	7853792K	00:15:30	COMPLETED
5595863_0.extern	extern	0	0	00:15:30	COMPLETED
5595863_1.batch	batch	6703784K	7863172K	00:15:27	COMPLETED
5595863_1.extern	extern	0	0	00:15:27	COMPLETED
5595863_2.batch	batch	6569748K	7727248K	00:15:35	COMPLETED
5595863_2.extern	extern	24K	24K	00:15:35	COMPLETED
5595863_3.batch	batch	6566988K	7718716K	00:15:33	COMPLETED
5595863_3.extern	extern	0	0	00:15:33	COMPLETED
5595863_4.batch	batch	6702004K	7850132K	00:15:28	COMPLETED
5595863_4.extern	extern	0	0	00:15:28	COMPLETED
5595863_5.batch	batch	6704664K	7852768K	00:15:26	COMPLETED
5595863_5.extern	extern	0	0	00:15:26	COMPLETED
5595863_6.batch	batch	6706600K	7866232K	00:15:30	COMPLETED
5595863_6.extern	extern	56K	56K	00:15:30	COMPLETED
5595863_7.batch	batch	6705104K	7853152K	00:15:27	COMPLETED
5595863_7.extern	extern	0	0	00:15:27	COMPLETED
5595863_8.batch	batch	6699124K	7847268K	00:15:29	COMPLETED
5595863_8.extern	extern	0	0	00:15:29	COMPLETED
5595863_9.batch	batch	6706832K	7866360K	00:15:24	COMPLETED
5595863_9.extern	extern	96K	96K	00:15:24	COMPLETED
