jobid	jobname	maxrss	maxvmsize	elapsed	state
5595101_0.batch	batch	6702836K	7862400K	00:15:36	COMPLETED
5595101_0.extern	extern	0	0	00:15:36	COMPLETED
5595101_1.batch	batch	6699144K	7849848K	00:15:30	COMPLETED
5595101_1.extern	extern	0	0	00:15:30	COMPLETED
5595101_2.batch	batch	6701836K	7849972K	00:15:27	COMPLETED
5595101_2.extern	extern	56K	56K	00:15:27	COMPLETED
5595101_3.batch	batch	6701496K	7861012K	00:15:28	COMPLETED
5595101_3.extern	extern	0	0	00:15:28	COMPLETED
5595101_4.batch	batch	6700820K	7848956K	00:15:27	COMPLETED
5595101_4.extern	extern	0	0	00:15:27	COMPLETED
5595101_5.batch	batch	6696940K	7856508K	00:15:27	COMPLETED
5595101_5.extern	extern	4K	4K	00:15:27	COMPLETED
5595101_6.batch	batch	6704868K	7852960K	00:15:26	COMPLETED
5595101_6.extern	extern	0	0	00:15:26	COMPLETED
5595101_7.batch	batch	6701272K	7860888K	00:15:27	COMPLETED
5595101_7.extern	extern	0	0	00:15:27	COMPLETED
5595101_8.batch	batch	6701776K	7849860K	00:15:27	COMPLETED
5595101_8.extern	extern	0	0	00:15:27	COMPLETED
5595101_9.batch	batch	6701840K	7861452K	00:15:26	COMPLETED
5595101_9.extern	extern	0	0	00:15:26	COMPLETED
