jobid	jobname	maxrss	maxvmsize	elapsed	state
5589655_0.batch	batch	6699464K	7850092K	00:15:30	COMPLETED
5589655_0.extern	extern	0	0	00:15:30	COMPLETED
5589655_1.batch	batch	6702428K	7862008K	00:15:35	COMPLETED
5589655_1.extern	extern	0	0	00:15:35	COMPLETED
5589655_2.batch	batch	6704784K	7863304K	00:15:29	COMPLETED
5589655_2.extern	extern	0	0	00:15:29	COMPLETED
5589655_3.batch	batch	6699692K	7859276K	00:15:26	COMPLETED
5589655_3.extern	extern	8K	8K	00:15:26	COMPLETED
5589655_4.batch	batch	6701328K	7860832K	00:15:27	COMPLETED
5589655_4.extern	extern	0	0	00:15:27	COMPLETED
5589655_5.batch	batch	6699052K	7847136K	00:15:28	COMPLETED
5589655_5.extern	extern	0	0	00:15:28	COMPLETED
5589655_6.batch	batch	6568176K	7725868K	00:15:34	COMPLETED
5589655_6.extern	extern	0	0	00:15:34	COMPLETED
5589655_7.batch	batch	6703464K	7863060K	00:15:24	COMPLETED
5589655_7.extern	extern	0	0	00:15:24	COMPLETED
5589655_8.batch	batch	6703708K	7851920K	00:15:27	COMPLETED
5589655_8.extern	extern	0	0	00:15:27	COMPLETED
5589655_9.batch	batch	6702628K	7862116K	00:15:25	COMPLETED
5589655_9.extern	extern	64K	64K	00:15:25	COMPLETED
