jobid	jobname	maxrss	maxvmsize	elapsed	state
5696327_0.batch	batch	7757796K	8994804K	00:16:56	COMPLETED
5696327_0.extern	extern	0	0	00:16:56	COMPLETED
5696327_1.batch	batch	7623060K	8866452K	00:16:23	COMPLETED
5696327_1.extern	extern	0	0	00:16:23	COMPLETED
5696327_2.batch	batch	7623844K	8857936K	00:16:21	COMPLETED
5696327_2.extern	extern	0	0	00:16:21	COMPLETED
5696327_3.batch	batch	7623944K	8866080K	00:16:46	COMPLETED
5696327_3.extern	extern	0	0	00:16:46	COMPLETED
5696327_4.batch	batch	7624284K	8859584K	00:16:19	COMPLETED
5696327_4.extern	extern	0	0	00:16:19	COMPLETED
5696327_5.batch	batch	7623576K	8867720K	00:16:45	COMPLETED
5696327_5.extern	extern	0	0	00:16:45	COMPLETED
5696327_6.batch	batch	7620312K	8854848K	00:16:22	COMPLETED
5696327_6.extern	extern	0	0	00:16:22	COMPLETED
5696327_7.batch	batch	7623948K	8866148K	00:16:44	COMPLETED
5696327_7.extern	extern	0	0	00:16:44	COMPLETED
5696327_8.batch	batch	7627344K	8860628K	00:16:21	COMPLETED
5696327_8.extern	extern	0	0	00:16:21	COMPLETED
5696327_9.batch	batch	7622792K	8867916K	00:16:47	COMPLETED
5696327_9.extern	extern	0	0	00:16:47	COMPLETED
