jobid	jobname	maxrss	maxvmsize	elapsed	state
5604971_0.batch	batch	6704896K	7867064K	00:15:29	COMPLETED
5604971_0.extern	extern	0	0	00:15:29	COMPLETED
5604971_1.batch	batch	6297676K	7521368K	00:14:54	COMPLETED
5604971_1.extern	extern	0	0	00:14:54	COMPLETED
5604971_2.batch	batch	6169124K	7392920K	00:14:54	COMPLETED
5604971_2.extern	extern	0	0	00:14:54	COMPLETED
5604971_3.batch	batch	6703520K	7854408K	00:15:26	COMPLETED
5604971_3.extern	extern	0	0	00:15:26	COMPLETED
5604971_4.batch	batch	6124292K	7338312K	00:14:58	COMPLETED
5604971_4.extern	extern	0	0	00:14:58	COMPLETED
5604971_5.batch	batch	6700160K	7848428K	00:15:26	COMPLETED
5604971_5.extern	extern	0	0	00:15:26	COMPLETED
5604971_6.batch	batch	6122132K	7339276K	00:14:56	COMPLETED
5604971_6.extern	extern	0	0	00:14:56	COMPLETED
5604971_7.batch	batch	6702704K	7859952K	00:15:27	COMPLETED
5604971_7.extern	extern	0	0	00:15:27	COMPLETED
5604971_8.batch	batch	6124016K	7342056K	00:14:57	COMPLETED
5604971_8.extern	extern	0	0	00:14:57	COMPLETED
5604971_9.batch	batch	6703440K	7851548K	00:15:26	COMPLETED
5604971_9.extern	extern	56K	56K	00:15:26	COMPLETED
