jobid	jobname	maxrss	maxvmsize	elapsed	state
5699400_0.batch	batch	6704672K	7870532K	00:15:23	COMPLETED
5699400_0.extern	extern	24K	24K	00:15:23	COMPLETED
5699400_1.batch	batch	6327816K	7553964K	00:14:51	COMPLETED
5699400_1.extern	extern	0	0	00:14:51	COMPLETED
5699400_2.batch	batch	6312784K	7536472K	00:14:55	COMPLETED
5699400_2.extern	extern	0	0	00:14:55	COMPLETED
5699400_3.batch	batch	6696784K	7856312K	00:15:24	COMPLETED
5699400_3.extern	extern	88K	88K	00:15:24	COMPLETED
5699400_4.batch	batch	6049320K	7794252K	00:13:43	COMPLETED
5699400_4.extern	extern	88K	88K	00:13:43	COMPLETED
5699400_5.batch	batch	6704776K	7864344K	00:15:24	COMPLETED
5699400_5.extern	extern	68K	68K	00:15:24	COMPLETED
5699400_6.batch	batch	6336824K	7562840K	00:14:51	COMPLETED
5699400_6.extern	extern	0	0	00:14:51	COMPLETED
5699400_7.batch	batch	6705544K	7865156K	00:15:25	COMPLETED
5699400_7.extern	extern	4K	4K	00:15:25	COMPLETED
5699400_8.batch	batch	6346672K	7561568K	00:14:50	COMPLETED
5699400_8.extern	extern	0	0	00:14:50	COMPLETED
5699400_9.batch	batch	6701604K	7872664K	00:15:22	COMPLETED
5699400_9.extern	extern	104K	104K	00:15:22	COMPLETED
