jobid	jobname	maxrss	maxvmsize	elapsed	state
5583154_0.batch	batch	6700088K	7856028K	00:15:28	COMPLETED
5583154_0.extern	extern	0	0	00:15:28	COMPLETED
5583154_1.batch	batch	6701504K	7861088K	00:15:32	COMPLETED
5583154_1.extern	extern	0	0	00:15:32	COMPLETED
5583154_2.batch	batch	6703600K	7851772K	00:15:27	COMPLETED
5583154_2.extern	extern	68K	68K	00:15:27	COMPLETED
5583154_3.batch	batch	6701088K	7858512K	00:15:25	COMPLETED
5583154_3.extern	extern	0	0	00:15:25	COMPLETED
5583154_4.batch	batch	6567496K	7545M	00:15:31	COMPLETED
5583154_4.extern	extern	0	0	00:15:31	COMPLETED
5583154_5.batch	batch	6572576K	7752616K	00:15:31	COMPLETED
5583154_5.extern	extern	64K	64K	00:15:31	COMPLETED
5583154_6.batch	batch	6702792K	7861376K	00:15:27	COMPLETED
5583154_6.extern	extern	96K	96K	00:15:27	COMPLETED
5583154_7.batch	batch	6703576K	7862536K	00:15:28	COMPLETED
5583154_7.extern	extern	0	0	00:15:28	COMPLETED
5583154_8.batch	batch	6701684K	7849756K	00:15:27	COMPLETED
5583154_8.extern	extern	0	0	00:15:27	COMPLETED
5583154_9.batch	batch	6702416K	7850516K	00:15:25	COMPLETED
5583154_9.extern	extern	24K	24K	00:15:25	COMPLETED
