jobid	jobname	maxrss	maxvmsize	elapsed	state
5646779_0.batch	batch	6701252K	7860884K	00:15:28	COMPLETED
5646779_0.extern	extern	0	0	00:15:28	COMPLETED
5646779_1.batch	batch	6700396K	7860012K	00:15:30	COMPLETED
5646779_1.extern	extern	0	0	00:15:30	COMPLETED
5646779_2.batch	batch	6700320K	7859964K	00:15:29	COMPLETED
5646779_2.extern	extern	0	0	00:15:29	COMPLETED
5646779_3.batch	batch	6703004K	7867444K	00:15:26	COMPLETED
5646779_3.extern	extern	0	0	00:15:26	COMPLETED
5646779_4.batch	batch	6705272K	7864880K	00:15:28	COMPLETED
5646779_4.extern	extern	0	0	00:15:29	COMPLETED
5646779_5.batch	batch	6702860K	7862420K	00:15:28	COMPLETED
5646779_5.extern	extern	0	0	00:15:28	COMPLETED
5646779_6.batch	batch	6698460K	7858004K	00:15:33	COMPLETED
5646779_6.extern	extern	0	0	00:15:33	COMPLETED
5646779_7.batch	batch	6704096K	7863644K	00:15:25	COMPLETED
5646779_7.extern	extern	0	0	00:15:26	COMPLETED
5646779_8.batch	batch	6699476K	7859044K	00:15:25	COMPLETED
5646779_8.extern	extern	64K	64K	00:15:25	COMPLETED
5646779_9.batch	batch	6701984K	7861544K	00:15:25	COMPLETED
5646779_9.extern	extern	88K	88K	00:15:25	COMPLETED
