transcript_id	gene_id	region	length	gc_content	frac_A	frac_C	frac_G	frac_U	frac_other	gc_skew	at_skew	purine_ratio	amino_ratio
ENSBTAG00000002191|NM_001191473.1|RRP12	ENSBTAG00000002191|NM_001191473.1|RRP12	3UTR	413	0.5617433414043583	0.1937046004842615	0.288135593220339	0.2736077481840194	0.24455205811138014	0.0	-0.02586206896551724	-0.11602209944751381	0.46731234866828086	0.48184019370460046
ENSBTAG00000004203|NM_001046049.2|VPS33A	ENSBTAG00000004203|NM_001046049.2|VPS33A	3UTR	316	0.7246835443037974	0.12974683544303797	0.4651898734177215	0.25949367088607594	0.14556962025316456	0.0	-0.2838427947598253	-0.05747126436781609	0.38924050632911394	0.5949367088607594
ENSBTAG00000004834|NM_001083755.1|CNOT10	ENSBTAG00000004834|NM_001083755.1|CNOT10	3UTR	315	0.3238095238095238	0.30158730158730157	0.1523809523809524	0.17142857142857143	0.3746031746031746	0.0	0.058823529411764705	-0.107981220657277	0.473015873015873	0.45396825396825397
ENSBTAG00000005614|NM_001206064.1|UXS1	ENSBTAG00000005614|NM_001206064.1|UXS1	3UTR	563	0.5843694493783304	0.1847246891651865	0.2912966252220249	0.29307282415630553	0.23090586145648312	0.0	0.00303951367781155	-0.1111111111111111	0.477797513321492	0.47602131438721135
ENSBTAG00000012756|NM_001046171.2|CCT7	ENSBTAG00000012756|NM_001046171.2|CCT7	3UTR	122	0.48360655737704916	0.22131147540983606	0.22950819672131148	0.2540983606557377	0.29508196721311475	0.0	0.05084745762711865	-0.14285714285714285	0.47540983606557374	0.45081967213114754
ENSBTAG00000015961|NM_001034657.1|TSPAN2	ENSBTAG00000015961|NM_001034657.1|TSPAN2	3UTR	384	0.3697916666666667	0.375	0.16145833333333334	0.20833333333333334	0.2552083333333333	0.0	0.1267605633802817	0.19008264462809918	0.5833333333333334	0.5364583333333334
ENSBTAG00000018016|NM_001114515.2|NUPR1	ENSBTAG00000018016|NM_001114515.2|NUPR1	3UTR	309	0.5825242718446602	0.32362459546925565	0.2750809061488673	0.3074433656957929	0.09385113268608414	0.0	0.05555555555555555	0.5503875968992248	0.6310679611650486	0.598705501618123
ENSBTAG00000053755|NM_001163803.2|TMA7	ENSBTAG00000053755|NM_001163803.2|TMA7	3UTR	147	0.40816326530612246	0.24489795918367346	0.21768707482993196	0.19047619047619047	0.3469387755102041	0.0	-0.06666666666666667	-0.1724137931034483	0.43537414965986393	0.46258503401360546
ENSBTAG00000002191|NM_001191473.1|RRP12	ENSBTAG00000002191|NM_001191473.1|RRP12	5UTR	10	0.4	0.0	0.3	0.1	0.6	0.0	-0.5	-1.0	0.1	0.3
ENSBTAG00000004203|NM_001046049.2|VPS33A	ENSBTAG00000004203|NM_001046049.2|VPS33A	5UTR	85	0.611764705882353	0.2	0.16470588235294117	0.4470588235294118	0.18823529411764706	0.0	0.46153846153846156	0.030303030303030304	0.6470588235294118	0.36470588235294116
ENSBTAG00000004834|NM_001083755.1|CNOT10	ENSBTAG00000004834|NM_001083755.1|CNOT10	5UTR	77	0.3116883116883117	0.22077922077922077	0.1038961038961039	0.2077922077922078	0.4675324675324675	0.0	0.3333333333333333	-0.3584905660377358	0.42857142857142855	0.3246753246753247
