jobid	jobname	maxrss	maxvmsize	elapsed	state
5671877_0.batch	batch	6701400K	7861108K	00:15:24	COMPLETED
5671877_0.extern	extern	96K	96K	00:15:24	COMPLETED
5671877_1.batch	batch	6385000K	7626584K	00:14:44	COMPLETED
5671877_1.extern	extern	0	0	00:14:44	COMPLETED
5671877_2.batch	batch	6383944K	7625972K	00:14:46	COMPLETED
5671877_2.extern	extern	0	0	00:14:46	COMPLETED
5671877_3.batch	batch	6698520K	7869548K	00:15:23	COMPLETED
5671877_3.extern	extern	96K	96K	00:15:23	COMPLETED
5671877_4.batch	batch	6380520K	7625824K	00:14:45	COMPLETED
5671877_4.extern	extern	0	0	00:14:45	COMPLETED
5671877_5.batch	batch	6700924K	7860608K	00:15:25	COMPLETED
5671877_5.extern	extern	4K	4K	00:15:25	COMPLETED
5671877_6.batch	batch	6384608K	7629992K	00:14:46	COMPLETED
5671877_6.extern	extern	0	0	00:14:46	COMPLETED
5671877_7.batch	batch	6700220K	7859840K	00:15:24	COMPLETED
5671877_7.extern	extern	64K	64K	00:15:24	COMPLETED
5671877_8.batch	batch	6386576K	7631820K	00:14:42	COMPLETED
5671877_8.extern	extern	0	0	00:14:42	COMPLETED
5671877_9.batch	batch	6697916K	7857476K	00:15:27	COMPLETED
5671877_9.extern	extern	60K	60K	00:15:27	COMPLETED
