jobid	jobname	maxrss	maxvmsize	elapsed	state
5473225_0.batch	batch	6698468K	7860548K	00:15:26	COMPLETED
5473225_0.extern	extern	0	0	00:15:26	COMPLETED
5473225_1.batch	batch	6047104K	7909564K	00:13:29	COMPLETED
5473225_1.extern	extern	28K	28K	00:13:29	COMPLETED
5473225_2.batch	batch	6046188K	7908936K	00:13:30	COMPLETED
5473225_2.extern	extern	64K	64K	00:13:30	COMPLETED
5473225_3.batch	batch	6697864K	7857492K	00:15:25	COMPLETED
5473225_3.extern	extern	0	0	00:15:25	COMPLETED
5473225_4.batch	batch	6050016K	7913864K	00:13:28	COMPLETED
5473225_4.extern	extern	44K	44K	00:13:28	COMPLETED
5473225_5.batch	batch	6703480K	7863048K	00:15:26	COMPLETED
5473225_5.extern	extern	20K	20K	00:15:26	COMPLETED
5473225_6.batch	batch	6046788K	7910476K	00:13:30	COMPLETED
5473225_6.extern	extern	24K	24K	00:13:30	COMPLETED
5473225_7.batch	batch	6699352K	7858892K	00:15:25	COMPLETED
5473225_7.extern	extern	0	0	00:15:25	COMPLETED
5473225_8.batch	batch	6048020K	7877684K	00:13:30	COMPLETED
5473225_8.extern	extern	32K	32K	00:13:30	COMPLETED
5473225_9.batch	batch	6703836K	7863504K	00:15:25	COMPLETED
5473225_9.extern	extern	0	0	00:15:25	COMPLETED
