jobid	jobname	maxrss	maxvmsize	elapsed	state
5614898_0.batch	batch	6701176K	7851808K	00:15:31	COMPLETED
5614898_0.extern	extern	0	0	00:15:31	COMPLETED
5614898_1.batch	batch	6049336K	7925132K	00:13:40	COMPLETED
5614898_1.extern	extern	64K	64K	00:13:40	COMPLETED
5614898_2.batch	batch	6045764K	7918992K	00:13:38	COMPLETED
5614898_2.extern	extern	28K	28K	00:13:38	COMPLETED
5614898_3.batch	batch	6699828K	7848012K	00:15:29	COMPLETED
5614898_3.extern	extern	0	0	00:15:29	COMPLETED
5614898_4.batch	batch	6703840K	7852020K	00:15:25	COMPLETED
5614898_4.extern	extern	0	0	00:15:25	COMPLETED
5614898_5.batch	batch	6704848K	7864480K	00:15:28	COMPLETED
5614898_5.extern	extern	0	0	00:15:28	COMPLETED
5614898_6.batch	batch	6703320K	7854940K	00:15:25	COMPLETED
5614898_6.extern	extern	12K	12K	00:15:25	COMPLETED
5614898_7.batch	batch	6702920K	7851024K	00:15:29	COMPLETED
5614898_7.extern	extern	0	0	00:15:29	COMPLETED
5614898_8.batch	batch	6544M	7849172K	00:15:26	COMPLETED
5614898_8.extern	extern	0	0	00:15:26	COMPLETED
5614898_9.batch	batch	6701680K	7858876K	00:15:22	COMPLETED
5614898_9.extern	extern	0	0	00:15:22	COMPLETED
