jobid	jobname	maxrss	maxvmsize	elapsed	state
5501807_0.batch	batch	6050520K	7914556K	00:13:28	COMPLETED
5501807_0.extern	extern	28K	28K	00:13:28	COMPLETED
5501807_1.batch	batch	6050864K	7879664K	00:13:35	COMPLETED
5501807_1.extern	extern	72K	72K	00:13:35	COMPLETED
5501807_2.batch	batch	6048780K	7909628K	00:13:29	COMPLETED
5501807_2.extern	extern	24K	24K	00:13:29	COMPLETED
5501807_3.batch	batch	6050364K	7776368K	00:13:34	COMPLETED
5501807_3.extern	extern	100K	100K	00:13:34	COMPLETED
5501807_4.batch	batch	6047844K	7877556K	00:13:30	COMPLETED
5501807_4.extern	extern	28K	28K	00:13:30	COMPLETED
5501807_5.batch	batch	6051340K	7846784K	00:13:35	COMPLETED
5501807_5.extern	extern	64K	64K	00:13:35	COMPLETED
5501807_6.batch	batch	6048656K	7912312K	00:13:30	COMPLETED
5501807_6.extern	extern	24K	24K	00:13:30	COMPLETED
5501807_7.batch	batch	6050344K	7878972K	00:13:34	COMPLETED
5501807_7.extern	extern	100K	100K	00:13:34	COMPLETED
5501807_8.batch	batch	6049016K	7912916K	00:13:30	COMPLETED
5501807_8.extern	extern	24K	24K	00:13:30	COMPLETED
5501807_9.batch	batch	6048172K	7778488K	00:13:34	COMPLETED
5501807_9.extern	extern	96K	96K	00:13:34	COMPLETED
