jobid	jobname	maxrss	maxvmsize	elapsed	state
5603847_0.batch	batch	6702680K	7853476K	00:15:27	COMPLETED
5603847_0.extern	extern	96K	96K	00:15:27	COMPLETED
5603847_1.batch	batch	6357776K	7572984K	00:14:54	COMPLETED
5603847_1.extern	extern	0	0	00:14:54	COMPLETED
5603847_2.batch	batch	6316348K	7539848K	00:14:52	COMPLETED
5603847_2.extern	extern	0	0	00:14:52	COMPLETED
5603847_3.batch	batch	6703116K	7862696K	00:15:28	COMPLETED
5603847_3.extern	extern	0	0	00:15:28	COMPLETED
5603847_4.batch	batch	6292740K	7516524K	00:14:54	COMPLETED
5603847_4.extern	extern	0	0	00:14:54	COMPLETED
5603847_5.batch	batch	6702516K	7862044K	00:15:26	COMPLETED
5603847_5.extern	extern	0	0	00:15:26	COMPLETED
5603847_6.batch	batch	6051140K	7872048K	00:14:09	COMPLETED
5603847_6.extern	extern	68K	68K	00:14:09	COMPLETED
5603847_7.batch	batch	6700948K	7849128K	00:15:25	COMPLETED
5603847_7.extern	extern	0	0	00:15:25	COMPLETED
5603847_8.batch	batch	6329644K	7544840K	00:14:54	COMPLETED
5603847_8.extern	extern	0	0	00:14:54	COMPLETED
5603847_9.batch	batch	6703172K	7859732K	00:15:25	COMPLETED
5603847_9.extern	extern	0	0	00:15:25	COMPLETED
