jobid	jobname	maxrss	maxvmsize	elapsed	state
5673863_0.batch	batch	6700828K	7860452K	00:15:25	COMPLETED
5673863_0.extern	extern	80K	80K	00:15:25	COMPLETED
5673863_1.batch	batch	6387784K	7633420K	00:14:45	COMPLETED
5673863_1.extern	extern	0	0	00:14:45	COMPLETED
5673863_2.batch	batch	6383328K	7628172K	00:14:44	COMPLETED
5673863_2.extern	extern	0	0	00:14:44	COMPLETED
5673863_3.batch	batch	6700508K	7869896K	00:15:24	COMPLETED
5673863_3.extern	extern	80K	80K	00:15:24	COMPLETED
5673863_4.batch	batch	6385544K	7629176K	00:14:45	COMPLETED
5673863_4.extern	extern	0	0	00:14:45	COMPLETED
5673863_5.batch	batch	6703328K	7862900K	00:15:24	COMPLETED
5673863_5.extern	extern	0	0	00:15:24	COMPLETED
5673863_6.batch	batch	7761100K	8947020K	00:15:20	COMPLETED
5673863_6.extern	extern	0	0	00:15:20	COMPLETED
5673863_7.batch	batch	6706372K	7866040K	00:15:27	COMPLETED
5673863_7.extern	extern	0	0	00:15:27	COMPLETED
5673863_8.batch	batch	7760220K	8948492K	00:15:13	COMPLETED
5673863_8.extern	extern	0	0	00:15:13	COMPLETED
5673863_9.batch	batch	6701324K	7860924K	00:15:25	COMPLETED
5673863_9.extern	extern	0	0	00:15:25	COMPLETED
