jobid	jobname	maxrss	maxvmsize	elapsed	state
5607789_0.batch	batch	6704484K	7866676K	00:15:28	COMPLETED
5607789_0.extern	extern	100K	100K	00:15:28	COMPLETED
5607789_1.batch	batch	6050220K	7882536K	00:13:33	COMPLETED
5607789_1.extern	extern	0	0	00:13:33	COMPLETED
5607789_2.batch	batch	6570648K	7750744K	00:15:32	COMPLETED
5607789_2.extern	extern	0	0	00:15:32	COMPLETED
5607789_3.batch	batch	6702696K	7850700K	00:15:28	COMPLETED
5607789_3.extern	extern	0	0	00:15:28	COMPLETED
5607789_4.batch	batch	6704488K	7852572K	00:15:29	COMPLETED
5607789_4.extern	extern	0	0	00:15:29	COMPLETED
5607789_5.batch	batch	6704132K	7854852K	00:15:28	COMPLETED
5607789_5.extern	extern	0	0	00:15:28	COMPLETED
5607789_6.batch	batch	6549M	7854280K	00:15:28	COMPLETED
5607789_6.extern	extern	0	0	00:15:28	COMPLETED
5607789_7.batch	batch	6699088K	7847236K	00:15:28	COMPLETED
5607789_7.extern	extern	0	0	00:15:28	COMPLETED
5607789_8.batch	batch	6049964K	7901856K	00:13:57	COMPLETED
5607789_8.extern	extern	28K	28K	00:13:57	COMPLETED
5607789_9.batch	batch	6703204K	7853912K	00:15:32	COMPLETED
5607789_9.extern	extern	0	0	00:15:32	COMPLETED
