transcript_id	gene_id	region	length	gc_content	frac_A	frac_C	frac_G	frac_U	frac_other	gc_skew	at_skew	purine_ratio	amino_ratio
ENST00000378546.9	ENSG00000162585	3UTR	161	0.7018633540372671	0.13664596273291926	0.42857142857142855	0.2732919254658385	0.16149068322981366	0.0	-0.22123893805309736	-0.08333333333333333	0.40993788819875776	0.5652173913043478
ENST00000376957.7	ENSG00000116649	3UTR	276	0.6304347826086957	0.15942028985507245	0.391304347826087	0.2391304347826087	0.21014492753623187	0.0	-0.2413793103448276	-0.13725490196078433	0.39855072463768115	0.5507246376811594
ENST00000373709.8	ENSG00000168528	3UTR	479	0.6388308977035491	0.16701461377870563	0.3924843423799583	0.24634655532359082	0.1941544885177453	0.0	-0.22875816993464052	-0.07514450867052024	0.4133611691022965	0.5594989561586639
ENST00000371226.8	ENSG00000162600	3UTR	246	0.21951219512195122	0.3983739837398374	0.09349593495934959	0.12601626016260162	0.3821138211382114	0.0	0.14814814814814814	0.020833333333333332	0.524390243902439	0.491869918699187
ENST00000370360.8	ENSG00000174842	3UTR	128	0.1953125	0.3984375	0.1328125	0.0625	0.40625	0.0	-0.36	-0.009708737864077669	0.4609375	0.53125
ENST00000369099.8	ENSG00000118292	3UTR	85	0.36470588235294116	0.4117647058823529	0.07058823529411765	0.29411764705882354	0.2235294117647059	0.0	0.6129032258064516	0.2962962962962963	0.7058823529411765	0.4823529411764706
ENST00000428931.6	ENSG00000143569	3UTR	552	0.4420289855072464	0.23731884057971014	0.2608695652173913	0.18115942028985507	0.32065217391304346	0.0	-0.18032786885245902	-0.14935064935064934	0.41847826086956524	0.49818840579710144
ENST00000367429.9	ENSG00000000971	3UTR	191	0.2774869109947644	0.3298429319371728	0.15706806282722513	0.12041884816753927	0.39267015706806285	0.0	-0.1320754716981132	-0.08695652173913043	0.450261780104712	0.4869109947643979
ENST00000310256.7	ENSG00000173409	3UTR	600	0.3283333333333333	0.38	0.17166666666666666	0.15666666666666668	0.2916666666666667	0.0	-0.04568527918781726	0.1315136476426799	0.5366666666666666	0.5516666666666666
ENST00000408888.8	ENSG00000188739	3UTR	530	0.46226415094339623	0.1830188679245283	0.23962264150943396	0.22264150943396227	0.35471698113207545	0.0	-0.036734693877551024	-0.3192982456140351	0.4056603773584906	0.4226415094339623
ENST00000349456.9	ENSG00000163001	3UTR	71	0.2112676056338028	0.4507042253521127	0.11267605633802817	0.09859154929577464	0.3380281690140845	0.0	-0.06666666666666667	0.14285714285714285	0.5492957746478874	0.5633802816901409
ENST00000244217.6	ENSG00000124370	3UTR	283	0.22968197879858657	0.4204946996466431	0.13074204946996468	0.0989399293286219	0.3498233215547703	0.0	-0.13846153846153847	0.09174311926605505	0.519434628975265	0.5512367491166078
ENST00000244230.7	ENSG00000124383	3UTR	86	0.20930232558139536	0.32558139534883723	0.08139534883720931	0.12790697674418605	0.46511627906976744	0.0	0.2222222222222222	-0.17647058823529413	0.45348837209302323	0.4069767441860465
