jobid	jobname	maxrss	maxvmsize	elapsed	state
5700685_0.batch	batch	6699868K	7856416K	00:15:24	COMPLETED
5700685_0.extern	extern	100K	100K	00:15:24	COMPLETED
5700685_1.batch	batch	6045324K	7778424K	00:13:36	COMPLETED
5700685_1.extern	extern	64K	64K	00:13:36	COMPLETED
5700685_2.batch	batch	7757568K	9008328K	00:16:08	COMPLETED
5700685_2.extern	extern	0	0	00:16:08	COMPLETED
5700685_3.batch	batch	6704672K	7875772K	00:15:25	COMPLETED
5700685_3.extern	extern	96K	96K	00:15:25	COMPLETED
5700685_4.batch	batch	7626016K	8828024K	00:16:07	COMPLETED
5700685_4.extern	extern	0	0	00:16:07	COMPLETED
5700685_5.batch	batch	6703552K	7871588K	00:15:22	COMPLETED
5700685_5.extern	extern	64K	64K	00:15:22	COMPLETED
5700685_6.batch	batch	7621316K	8823264K	00:16:07	COMPLETED
5700685_6.extern	extern	0	0	00:16:07	COMPLETED
5700685_7.batch	batch	6697704K	7866744K	00:15:26	COMPLETED
5700685_7.extern	extern	64K	64K	00:15:26	COMPLETED
5700685_8.batch	batch	6702432K	7862144K	00:15:24	COMPLETED
5700685_8.extern	extern	4K	4K	00:15:24	COMPLETED
5700685_9.batch	batch	7755920K	9002408K	00:16:10	COMPLETED
5700685_9.extern	extern	0	0	00:16:10	COMPLETED
